Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,season
Christian Kabasele,be BEL,DF,Watford,26,1991,25.9,1232,193,648,553,37,26,1232,3,3,100,0,0,619,2913,1537,10,4,1,8,3,619,7,17/18
Younès Kaboul,fr FRA,DF,Watford,31,1986,1.7,103,9,52,44,7,1,103,1,0,0,1,100,52,283,142,2,1,0,0,0,52,0,17/18
Elias Kachunga,cd COD,FWMF,Huddersfield,25,1992,14.8,507,13,61,229,228,34,507,26,13,50,13,50,302,2321,958,32,20,7,24,30,353,95,17/18
Sullay Kaikai,sl SLE,MF,Crystal Palace,21,1995,0.2,12,1,1,3,8,0,12,2,2,100,0,0,5,39,19,0,0,0,1,0,5,0,17/18
Harry Kane,eng ENG,FW,Tottenham,24,1993,34.2,1108,24,37,406,677,214,1105,96,47,49,48,50,725,4128,1401,58,30,26,64,60,894,261,17/18
N'Golo Kanté,fr FRA,MF,Chelsea,26,1991,33.3,2523,45,485,1532,551,17,2523,57,47,82.5,10,17.5,1640,9568,5272,88,85,2,44,42,1758,45,17/18
Loris Karius,de GER,GK,Liverpool,24,1993,19,653,549,652,1,0,0,653,0,0,,0,,285,1402,860,0,0,0,0,1,330,0,17/18
Orestis Karnezis,gr GRE,GK,Watford,32,1985,14.4,433,344,425,8,0,0,433,0,0,,0,,204,1582,1109,0,1,1,1,0,110,0,17/18
Beram Kayal,il ISR,MF,Brighton,29,1988,8.3,317,14,77,188,56,6,317,10,5,50,5,50,139,711,313,4,3,0,7,8,157,13,17/18
Michael Keane,eng ENG,DF,Everton,24,1993,28.4,1555,214,846,656,60,28,1555,7,7,100,0,0,694,3662,2227,11,13,1,15,3,797,3,17/18
Martin Kelly,eng ENG,DF,Crystal Palace,27,1990,13.3,523,67,263,230,32,6,523,3,2,66.7,1,33.3,242,996,461,5,3,0,3,1,246,3,17/18
Kenedy,br BRA,MFDF,Newcastle Utd,21,1996,11.4,582,11,111,245,237,21,582,34,16,47.1,18,52.9,365,2092,1120,30,29,5,44,20,346,55,17/18
Jonjoe Kenny,eng ENG,DF,Everton,20,1997,17.7,1069,78,353,419,305,9,1069,16,6,37.5,10,62.5,410,1639,739,16,16,0,21,6,469,51,17/18
Andy King,wls WAL,MF,Leicester City,28,1988,6,264,13,55,152,58,9,264,4,1,25,3,75,113,521,227,3,1,1,5,0,166,6,17/18
Andy King,wls WAL,MF,Swansea City,28,1988,7.9,414,16,87,252,80,8,414,1,1,100,0,0,235,995,443,5,10,0,2,3,259,5,17/18
Joshua King,no NOR,FWMF,Bournemouth,25,1992,27.3,1106,23,97,500,540,128,1104,143,62,43.4,79,55.2,762,5348,2344,84,62,28,87,84,856,215,17/18
Davy Klaassen,nl NED,MFFW,Everton,24,1993,2.8,122,1,21,59,44,3,122,1,0,0,1,100,52,176,82,1,3,0,4,1,77,4,17/18
Ragnar Klavan,ee EST,DF,Liverpool,31,1985,16.1,1359,88,606,723,36,6,1359,5,4,80,1,20,810,4692,2854,15,8,0,8,2,989,5,17/18
Anthony Knockaert,fr FRA,MFFW,Brighton,25,1991,26.9,1360,35,233,595,576,69,1360,94,62,66,32,34,838,6396,3372,92,65,21,46,30,935,153,17/18
Sead Kolašinac,ba BIH,DF,Arsenal,24,1993,23.9,1726,56,403,766,565,86,1726,22,12,54.5,10,45.5,935,4189,2707,68,52,17,22,16,1108,186,17/18
Vincent Kompany,be BEL,DF,Manchester City,31,1986,15.5,1568,101,609,915,51,11,1568,3,3,100,0,0,970,5121,3284,31,14,1,6,2,1218,3,17/18
Terence Kongolo,nl NED,DF,Huddersfield,23,1994,11.7,566,56,236,244,90,7,566,10,7,70,3,30,198,916,468,7,6,3,9,5,225,21,17/18
Laurent Koscielny,fr FRA,DF,Arsenal,31,1985,24.7,2061,163,864,1110,96,16,2061,3,2,66.7,1,33.3,1253,6119,3571,25,25,0,12,4,1358,10,17/18
Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,31.1,1307,61,316,767,242,40,1307,33,20,60.6,13,39.4,585,3476,1326,27,20,0,50,29,702,64,17/18
Bojan Krkić,es ESP,MF,Stoke City,26,1990,0.8,32,0,5,13,14,2,32,1,1,100,0,0,21,132,38,1,1,1,1,2,25,3,17/18
Grzegorz Krychowiak,pl POL,MF,West Brom,27,1990,18.2,1025,37,217,623,205,7,1025,27,19,70.4,8,29.6,576,3126,1372,22,29,2,16,20,644,25,17/18
Rajiv van La Parra,nl NED,FWMF,Huddersfield,26,1991,23.7,1079,13,161,459,497,48,1078,129,68,52.7,61,47.3,752,7018,3171,114,79,22,75,57,747,136,17/18
Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,24.5,980,8,58,308,620,173,978,45,33,73.3,12,26.7,621,2501,906,39,12,27,62,50,756,233,17/18
Freddie Ladapo,eng ENG,FW,Crystal Palace,24,1993,0.2,9,0,0,3,6,0,9,0,0,,0,,8,27,11,1,1,0,0,0,7,1,17/18
Adam Lallana,eng ENG,MFFW,Liverpool,29,1988,3.4,261,1,20,121,123,19,261,7,6,85.7,1,14.3,180,906,393,12,8,2,10,10,220,38,17/18
Érik Lamela,ar ARG,FWMF,Tottenham,25,1992,9.4,598,4,43,270,297,42,598,36,23,63.9,13,36.1,345,2395,1010,30,31,10,24,19,464,116,17/18
Manuel Lanzini,ar ARG,MFFW,West Ham,24,1993,22.7,1515,13,156,868,524,53,1514,102,65,63.7,37,36.3,919,6089,2849,65,50,14,31,47,1109,96,17/18
Aymeric Laporte,es ESP,DF,Manchester City,23,1994,9,877,29,270,566,44,1,877,3,3,100,0,0,549,2801,1930,15,6,0,2,0,671,5,17/18
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,23,1993,32.5,1561,238,912,597,60,32,1561,6,5,83.3,1,16.7,753,3840,2275,17,10,1,4,8,777,10,17/18
Florian Lejeune,fr FRA,DF,Newcastle Utd,26,1991,23.4,1368,162,747,584,52,19,1368,13,12,92.3,1,7.7,649,3566,2168,18,10,0,11,4,699,4,17/18
Mario Lemina,ga GAB,MF,Southampton,23,1993,19.1,1205,52,248,773,203,13,1205,62,55,88.7,7,11.3,826,5309,2902,51,34,4,22,31,821,36,17/18
Aaron Lennon,eng ENG,MF,Burnley,30,1987,12.4,410,15,69,159,186,28,410,19,10,52.6,9,47.4,231,1324,719,26,10,10,8,22,254,60,17/18
Aaron Lennon,eng ENG,FWMF,Everton,30,1987,8.8,309,6,57,127,128,15,309,18,5,27.8,13,72.2,146,852,489,17,8,9,11,10,187,33,17/18
Victor Lindelöf,se SWE,DF,Manchester Utd,23,1994,14.3,906,65,428,431,51,0,906,5,4,80,1,20,521,2891,1702,11,11,0,4,2,584,6,17/18
Jesse Lingard,eng ENG,MFFW,Manchester Utd,24,1992,20.2,1223,15,101,591,544,78,1223,52,28,53.8,24,46.2,705,4754,2486,78,68,15,51,19,962,143,17/18
Jake Livermore,eng ENG,MF,West Brom,27,1989,29.7,1385,51,276,859,263,34,1385,27,19,70.4,8,29.6,798,3614,1524,26,10,5,31,27,857,55,17/18
Fernando Llorente,es ESP,FWMF,Tottenham,32,1985,2.6,123,5,9,42,72,15,123,1,0,0,1,100,51,222,49,3,0,1,8,3,97,32,17/18
Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36,1250,1102,1248,2,0,0,1250,1,1,100,0,0,608,2867,1674,0,0,0,0,0,602,0,17/18
Jürgen Locadia,nl NED,FWMF,Brighton,23,1993,2.5,75,1,8,39,29,11,75,2,0,0,2,100,46,217,110,2,1,2,5,1,50,11,17/18
Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,21,1996,20.8,1017,30,160,470,410,75,1017,110,72,65.5,38,34.5,741,5140,3062,94,63,29,46,48,736,126,17/18
Joe Lolley,eng ENG,FWMF,Huddersfield,24,1992,2.5,103,0,11,58,37,5,103,9,3,33.3,6,66.7,68,559,336,11,9,2,8,6,70,17,17/18
Kevin Long,ie IRL,DF,Burnley,26,1990,16,781,116,443,306,35,24,781,0,0,,0,,274,1111,483,1,0,0,6,2,328,1,17/18
Shane Long,ie IRL,FW,Southampton,30,1987,17.6,605,30,51,235,325,82,605,14,9,64.3,5,35.7,334,1548,475,17,19,10,45,30,448,151,17/18
Ademola Lookman,ng NGA,FWMF,Everton,19,1997,1.8,78,1,15,31,35,4,78,13,8,61.5,5,38.5,50,461,196,8,6,4,9,4,53,7,17/18
Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38,1472,1188,1460,12,0,0,1472,3,3,100,0,0,639,4568,3050,0,0,0,2,0,571,0,17/18
Dejan Lovren,hr CRO,DF,Liverpool,28,1989,23.6,2073,120,922,1107,51,23,2073,1,0,0,1,100,1168,5589,3411,20,11,1,7,0,1450,7,17/18
Chris Löwe,de GER,DF,Huddersfield,28,1989,17.6,1066,56,352,485,235,2,1066,8,5,62.5,3,37.5,455,2794,1328,34,30,1,12,8,540,49,17/18
Matthew Lowton,eng ENG,DF,Burnley,28,1989,25.5,1464,140,468,696,308,11,1464,17,11,64.7,6,35.3,505,2287,1206,18,28,1,17,10,642,69,17/18
David Luiz,br BRA,DFMF,Chelsea,30,1987,9.3,605,56,300,287,29,3,605,5,3,60,2,40,399,2540,1505,19,6,0,7,4,396,4,17/18
Romelu Lukaku,be BEL,FW,Manchester Utd,24,1993,31.9,1032,26,45,424,571,151,1031,57,35,61.4,22,38.6,532,2998,1225,57,32,35,76,48,865,216,17/18
Dodi Lukebakio,be BEL,MFFW,Watford,19,1997,0.2,12,1,1,5,6,2,12,0,0,,0,,8,32,15,0,0,0,1,0,8,3,17/18
Levi Lumeka,eng ENG,FW,Crystal Palace,18,1998,0.3,15,0,2,7,6,1,15,3,1,33.3,2,66.7,14,87,24,2,1,0,1,1,13,3,17/18
Harry Maguire,eng ENG,DF,Leicester City,24,1993,38,2183,243,951,1067,201,80,2183,60,51,85,9,15,1082,8307,4619,58,33,8,25,18,1174,18,17/18
Riyad Mahrez,dz ALG,MFFW,Leicester City,26,1991,32.8,1880,18,181,921,820,109,1880,158,81,51.3,77,48.7,1157,8726,4009,121,100,53,92,64,1302,191,17/18
Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,19,1997,10.2,762,36,245,313,210,19,762,25,20,80,5,20,425,1881,937,21,18,5,18,14,478,58,17/18
Scott Malone,eng ENG,DF,Huddersfield,26,1991,12.4,886,42,291,321,290,19,886,30,15,50,15,50,320,2303,1342,48,26,9,21,11,413,69,17/18
Sadio Mané,sn SEN,FW,Liverpool,25,1992,24.3,1274,10,76,514,702,133,1274,86,55,64,31,36,911,6119,2959,112,77,46,69,48,1077,270,17/18
Eliaquim Mangala,fr FRA,DF,Everton,26,1991,1.5,85,5,39,39,8,3,85,2,2,100,0,0,56,350,232,3,1,0,0,2,52,0,17/18
Eliaquim Mangala,fr FRA,DF,Manchester City,26,1991,5.4,392,25,176,211,6,4,392,2,2,100,0,0,264,1558,999,5,2,0,1,5,281,1,17/18
Javier Manquillo,es ESP,DF,Newcastle Utd,23,1994,19.5,954,65,293,451,218,10,954,24,12,50,12,50,369,2133,1171,29,28,2,18,11,434,33,17/18
Solly March,eng ENG,MFFW,Brighton,23,1994,20.6,1029,44,252,385,410,36,1029,82,48,58.5,34,41.5,619,4348,1736,59,37,18,38,43,653,141,17/18
Adrian Mariappa,jm JAM,DF,Watford,30,1986,24.6,1309,140,636,610,69,18,1309,6,2,33.3,4,66.7,631,2491,1348,8,5,1,3,2,683,6,17/18
João Mário,pt POR,MF,West Ham,24,1993,11.4,595,4,58,269,276,33,595,26,17,65.4,8,30.8,371,2408,957,34,24,7,35,18,431,74,17/18
Anthony Martial,fr FRA,FW,Manchester Utd,21,1995,17.6,1006,11,75,366,579,120,1005,83,43,51.8,40,48.2,740,5334,3146,107,79,45,54,55,858,182,17/18
Cuco Martina,cw CUW,DF,Everton,27,1989,20.3,1308,92,468,565,281,8,1308,4,2,50,2,50,505,2163,1191,28,15,0,11,9,598,74,17/18
Bruno Martins Indi,nl NED,DF,Stoke City,25,1992,13.8,507,75,240,252,19,5,507,0,0,,0,,215,887,446,2,2,0,4,0,223,4,17/18
Arthur Masuaku,cd COD,DF,West Ham,23,1993,20.8,1217,76,311,502,441,24,1217,129,83,64.3,46,35.7,702,5923,3124,94,70,15,47,37,732,115,17/18
Juan Mata,es ESP,FW,Manchester Utd,29,1988,21.4,1469,15,117,651,715,90,1469,24,17,70.8,7,29.2,854,4361,2024,46,40,15,25,19,1133,162,17/18
Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,34.6,2970,115,683,1858,457,27,2970,65,54,83.1,11,16.9,1701,9838,5479,74,64,7,37,31,2052,23,17/18
Joël Matip,cm CMR,DF,Liverpool,25,1991,22.2,1883,118,761,1065,62,21,1883,4,3,75,1,25,1077,5554,4057,23,22,1,11,5,1346,5,17/18
Konstantinos Mavropanos,gr GRE,DF,Arsenal,19,1997,2.2,126,12,69,57,1,1,126,1,1,100,0,0,72,375,226,1,0,0,0,0,79,0,17/18
Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38,2131,282,1182,894,72,37,2131,26,23,88.5,3,11.5,1026,6082,3551,29,14,1,13,14,1257,8,17/18
Eric Maxim Choupo-Moting,cm CMR,FWMF,Stoke City,28,1989,25.7,1049,37,159,449,476,99,1049,107,61,57,46,43,692,4496,2110,72,45,28,76,55,729,173,17/18
Chancel Mbemba,cd COD,DF,Newcastle Utd,22,1994,7.5,368,35,163,167,43,2,368,11,8,72.7,3,27.3,148,784,430,9,5,1,2,3,150,11,17/18
James McArthur,sct SCO,MF,Crystal Palace,29,1987,27,1401,61,281,756,376,68,1401,38,27,71.1,11,28.9,856,3821,1413,32,25,8,51,42,876,94,17/18
Gareth McAuley,nir NIR,DF,West Brom,37,1979,5.1,169,30,99,72,2,1,169,1,1,100,0,0,74,299,182,3,2,0,2,0,64,0,17/18
Oliver McBurnie,sct SCO,FWMF,Swansea City,21,1996,3.1,133,3,6,73,54,11,133,1,1,100,0,0,65,234,58,4,1,2,12,7,101,26,17/18
Alex McCarthy,eng ENG,GK,Southampton,27,1989,18,495,417,493,2,0,0,495,0,0,,0,,207,1574,1128,0,0,0,0,0,120,0,17/18
James McCarthy,ie IRL,MF,Everton,26,1990,2.3,130,3,18,81,33,1,130,3,3,100,0,0,56,197,55,0,1,0,3,1,61,4,17/18
James McClean,ie IRL,MFFW,West Brom,28,1989,15.6,662,21,160,234,282,31,662,40,22,55,17,42.5,400,2940,1385,49,29,10,30,28,409,94,17/18
Sam McQueen,eng ENG,DFMF,Southampton,22,1995,1.6,97,6,28,48,23,3,97,2,2,100,0,0,50,338,177,7,5,1,4,2,52,5,17/18
Scott McTominay,sct SCO,MF,Manchester Utd,20,1996,7,401,9,65,263,77,5,401,8,5,62.5,3,37.5,247,1429,593,11,5,1,7,10,299,8,17/18
Ben Mee,eng ENG,DF,Burnley,27,1989,29,1476,213,776,642,64,41,1476,3,3,100,0,0,639,2680,1505,5,6,0,9,3,725,3,17/18
Benjamin Mendy,fr FRA,DFFW,Manchester City,23,1994,4,312,6,42,127,144,7,312,8,3,37.5,5,62.5,173,814,554,21,9,2,3,6,199,62,17/18
Mikel Merino,es ESP,MF,Newcastle Utd,21,1996,15,1066,26,194,714,177,14,1066,40,28,70,12,30,570,2937,1494,25,21,3,33,34,604,15,17/18
Per Mertesacker,de GER,DF,Arsenal,32,1984,4.1,288,28,141,140,9,4,288,0,0,,0,,158,484,257,0,0,0,2,1,179,1,17/18
Roque Mesa,es ESP,MF,Swansea City,28,1989,8.4,551,16,144,362,59,0,551,8,5,62.5,3,37.5,297,1771,884,12,7,0,7,4,356,1,17/18
Simon Mignolet,be BEL,GK,Liverpool,29,1988,19,637,510,634,5,0,0,637,1,1,100,0,0,291,1602,978,0,0,0,0,0,304,0,17/18
Luka Milivojević,rs SRB,MF,Crystal Palace,26,1991,34.2,2083,104,514,1264,326,24,2075,37,28,75.7,9,24.3,1135,5291,2429,24,22,1,31,24,1177,18,17/18
James Milner,eng ENG,MF,Liverpool,31,1986,19.7,1826,39,197,1086,559,43,1826,16,12,75,4,25,1062,4925,2596,59,45,8,21,21,1353,163,17/18
Tyrone Mings,eng ENG,DF,Bournemouth,24,1993,2.2,138,20,86,48,4,1,138,1,1,100,0,0,76,344,162,1,0,0,1,1,80,1,17/18
Kevin Mirallas,be BEL,FWMF,Everton,29,1987,1.5,74,1,8,31,36,9,74,3,2,66.7,1,33.3,44,398,238,10,4,3,3,3,57,11,17/18
Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,22,1994,1.1,70,2,2,27,42,10,70,4,2,50,2,50,53,253,88,4,2,2,2,3,61,15,17/18
Henrikh Mkhitaryan,am ARM,FWMF,Arsenal,28,1989,8.8,600,6,77,244,286,36,600,25,16,64,9,36,419,2448,1254,34,29,9,19,20,455,81,17/18
Henrikh Mkhitaryan,am ARM,MFFW,Manchester Utd,28,1989,10.2,694,3,61,302,341,22,694,31,14,45.2,17,54.8,373,2287,1254,40,40,4,24,22,529,69,17/18
Nacho Monreal,es ESP,DF,Arsenal,31,1986,24.9,2071,71,640,1136,305,32,2071,11,6,54.5,5,45.5,1299,6121,3366,41,40,2,8,6,1409,73,17/18
Aaron Mooy,au AUS,MF,Huddersfield,26,1990,34.1,2434,55,367,1376,722,29,2433,25,16,64,9,36,1321,6784,2823,55,59,3,37,57,1516,77,17/18
Álvaro Morata,es ESP,FW,Chelsea,24,1992,22.9,873,25,36,362,489,147,873,59,32,54.2,27,45.8,570,3210,1311,54,35,37,75,62,750,228,17/18
Alberto Moreno,es ESP,DF,Liverpool,25,1992,14.1,1087,31,291,536,273,15,1087,9,6,66.7,3,33.3,501,2290,1261,32,19,2,7,4,683,81,17/18
Wes Morgan,jm JAM,DF,Leicester City,33,1984,31.3,1215,175,626,540,52,27,1215,12,9,75,3,25,511,3047,1388,13,3,1,7,8,614,11,17/18
James Morrison,sct SCO,MF,West Brom,31,1986,2.3,104,3,13,49,43,5,104,2,2,100,0,0,66,260,117,1,2,0,2,2,82,16,17/18
Victor Moses,ng NGA,DFMF,Chelsea,26,1990,23.4,1373,53,372,452,568,80,1373,55,32,58.2,23,41.8,693,4127,2677,95,31,26,20,20,788,203,17/18
Steve Mounié,bj BEN,FW,Huddersfield,22,1994,20.6,758,31,60,370,334,74,758,19,13,68.4,6,31.6,380,1850,450,13,13,9,56,59,568,93,17/18
Lucas Moura,br BRA,FWMF,Tottenham,24,1992,2.3,146,2,14,58,76,7,146,12,6,50,6,50,113,848,432,15,11,3,6,10,127,37,17/18
Lys Mousset,fr FRA,FWMF,Bournemouth,21,1996,6.6,292,5,25,120,152,33,292,39,18,46.2,21,53.8,197,1195,470,18,20,7,24,16,211,53,17/18
Jacob Murphy,eng ENG,MFFW,Newcastle Utd,22,1995,12.8,480,12,93,184,220,29,480,58,34,58.6,23,39.7,312,2754,1415,48,29,16,35,29,303,85,17/18
Jamie Murphy,sct SCO,MF,Brighton,27,1989,1.9,57,0,16,21,23,4,57,2,1,50,1,50,41,378,201,7,4,1,3,2,42,14,17/18
Glenn Murray,eng ENG,FW,Brighton,33,1983,24.4,917,36,68,488,367,97,911,24,7,29.2,17,70.8,493,1495,368,12,6,6,75,35,746,138,17/18
Charly Musonda Jr.,be BEL,FW,Chelsea,20,1996,0.4,23,1,3,9,11,2,23,1,1,100,0,0,18,109,52,1,1,0,1,3,22,4,17/18
Shkodran Mustafi,de GER,DF,Arsenal,25,1992,25.3,2084,199,990,1015,90,25,2084,2,1,50,1,50,1206,5728,3319,12,18,0,8,4,1339,9,17/18
Boaz Myhill,wls WAL,GK,West Brom,34,1982,1,22,20,22,0,0,0,22,0,0,,0,,8,55,39,0,0,0,0,0,6,0,17/18
Georges-Kévin N'Koudou,cm CMR,MF,Tottenham,22,1995,0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,17/18
Georges-Kévin N'Koudou,cm CMR,MFFW,Burnley,22,1995,2.5,137,1,21,53,66,8,137,15,6,40,9,60,90,810,319,13,12,3,5,13,89,15,17/18
Luciano Narsingh,nl NED,FWMF,Swansea City,26,1990,6.9,293,5,31,121,149,28,293,28,17,60.7,11,39.3,182,1501,830,30,19,22,18,14,225,73,17/18
Kyle Naughton,eng ENG,DF,Swansea City,28,1988,33.7,2533,146,732,1312,509,27,2533,43,24,55.8,19,44.2,987,4974,2639,50,35,9,23,27,1332,88,17/18
Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,12.6,515,24,120,295,111,6,515,21,17,81,4,19,274,1345,738,12,15,1,22,19,271,20,17/18
Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,32.2,2180,109,541,1377,279,29,2180,43,33,76.7,10,23.3,978,4468,1792,30,27,2,38,43,1179,48,17/18
Reiss Nelson,eng ENG,FWMF,Arsenal,17,1999,1.6,102,3,13,35,54,4,102,3,1,33.3,2,66.7,66,379,160,3,12,0,5,1,78,13,17/18
Julien Ngoy,be BEL,MF,Stoke City,19,1997,0.2,6,0,0,3,3,0,6,0,0,,0,,5,31,5,0,0,0,0,0,5,2,17/18
Oumar Niasse,sn SEN,FW,Everton,27,1990,12.1,438,10,25,138,279,82,438,36,20,55.6,16,44.4,272,1541,562,21,11,15,64,24,333,106,17/18
Eddie Nketiah,eng ENG,FW,Arsenal,18,1999,0.2,10,0,0,4,6,1,10,0,0,,0,,10,26,5,0,0,0,1,1,9,0,17/18
Lukas Nmecha,de GER,FW,Manchester City,18,1998,0.2,5,0,0,1,4,0,5,0,0,,0,,5,24,10,0,0,0,0,2,7,0,17/18
Mark Noble,eng ENG,MF,West Ham,30,1987,26.7,1606,57,334,1059,233,11,1604,26,20,76.9,6,23.1,803,4107,1673,10,21,3,22,22,947,25,17/18
Allan Nyom,cm CMR,DF,West Brom,29,1988,25.7,1366,107,510,538,330,4,1366,26,10,38.5,16,61.5,630,3127,1507,36,29,1,24,20,634,71,17/18
Aiden O'Neill,au AUS,MF,Burnley,19,1998,0,,,,,,,,,,,,,,,,,,,,,,,17/18
Michael Obafemi,ie IRL,FW,Southampton,17,2000,0.1,2,0,0,0,2,1,2,0,0,,0,,2,2,0,0,0,0,0,0,2,1,17/18
Pedro Obiang,gq EQG,MF,West Ham,25,1992,17.4,961,46,200,658,118,4,961,25,24,96,1,4,464,2517,1047,10,15,0,17,19,584,10,17/18
Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32,1380,215,681,661,48,16,1380,11,9,81.8,2,18.2,645,3619,1593,4,6,0,8,4,694,4,17/18
Stefano Okaka,it ITA,FW,Watford,27,1989,5,213,0,8,102,107,24,213,18,14,77.8,4,22.2,148,688,214,8,9,1,19,22,187,48,17/18
Shinji Okazaki,jp JPN,FWMF,Leicester City,31,1986,14.7,555,5,60,281,221,39,555,38,16,42.1,22,57.9,317,1498,637,19,16,6,34,30,393,61,17/18
Martin Olsson,se SWE,DF,Swansea City,29,1988,35,1867,95,531,779,576,28,1867,27,11,40.7,16,59.3,901,6079,3207,112,62,10,45,26,1070,143,17/18
Divock Origi,be BEL,FW,Liverpool,22,1995,0.1,4,0,0,4,0,0,4,0,0,,0,,3,13,0,0,0,0,2,0,3,0,17/18
David Ospina,co COL,GK,Arsenal,28,1988,4.2,147,136,147,0,0,0,147,0,0,,0,,76,521,418,0,1,1,0,0,50,0,17/18
Nicolás Otamendi,ar ARG,DF,Manchester City,29,1988,33,3407,154,1127,2122,167,38,3407,7,5,71.4,2,28.6,2428,15364,9940,92,60,0,19,1,2626,8,17/18
Reece Oxford,eng ENG,MF,West Ham,18,1998,0.1,3,0,1,1,1,0,3,0,0,,0,,2,4,0,0,0,0,0,0,2,0,17/18
Alex Oxlade-Chamberlain,eng ENG,DF,Arsenal,23,1993,2.7,203,8,43,85,85,4,203,21,17,81,4,19,125,1178,667,19,18,5,5,4,125,21,17/18
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,23,1993,16.6,989,13,92,482,433,46,989,54,40,74.1,13,24.1,563,4046,2194,76,54,16,37,24,679,122,17/18
Mesut Özil,de GER,MFFW,Arsenal,28,1988,24,2101,8,119,913,1088,89,2101,51,36,70.6,15,29.4,1526,9537,4808,136,140,17,42,32,1772,267,17/18
Kasey Palmer,jm JAM,MFFW,Huddersfield,20,1996,1.9,78,2,5,43,33,2,78,3,3,100,0,0,37,296,89,4,3,0,4,5,49,5,17/18
Emerson Palmieri,it ITA,DF,Chelsea,22,1994,3.1,209,12,68,75,66,8,209,8,5,62.5,3,37.5,118,805,464,13,7,3,4,2,129,23,17/18
Pedro,es ESP,MFFW,Chelsea,30,1987,16.9,890,8,104,387,415,53,890,51,33,64.7,18,35.3,599,4237,2077,66,45,18,39,26,694,135,17/18
Roberto Pereyra,ar ARG,MFFW,Watford,26,1991,18,942,10,121,458,381,56,942,69,31,44.9,38,55.1,688,4192,1961,61,34,16,52,33,697,112,17/18
Ayoze Pérez,es ESP,MFFW,Newcastle Utd,24,1993,27.7,1119,18,122,531,483,112,1119,63,32,50.8,31,49.2,673,3708,1890,68,46,26,86,70,760,178,17/18
Matt Phillips,sct SCO,MFDF,West Brom,26,1991,23.3,979,35,196,311,491,44,979,88,45,51.1,43,48.9,583,4475,2247,85,53,17,47,44,598,146,17/18
Jordan Pickford,eng ENG,GK,Everton,23,1994,38,1432,1206,1417,14,1,1,1432,0,0,,0,,650,4881,3511,0,0,0,1,0,484,0,17/18
Jérémy Pied,fr FRA,DF,Southampton,28,1989,2,152,7,55,63,38,1,152,2,2,100,0,0,78,473,291,7,3,1,3,0,79,5,17/18
Erik Pieters,nl NED,DF,Stoke City,28,1988,30.2,1692,129,550,795,361,18,1692,18,9,50,9,50,706,3144,1610,35,43,3,28,19,745,71,17/18
Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,23.9,2053,35,253,1186,641,71,2053,101,75,74.3,26,25.7,1340,7852,4491,95,77,13,56,40,1674,92,17/18
Nick Pope,eng ENG,GK,Burnley,25,1992,34.6,1307,1005,1238,70,0,0,1307,0,0,,0,,584,4470,3278,0,1,1,0,0,367,0,17/18
Alex Pritchard,eng ENG,MFFW,Huddersfield,24,1993,11.1,523,12,47,215,271,19,523,22,14,63.6,8,36.4,302,1592,567,24,26,8,28,24,339,70,17/18
Sebastian Prödl,at AUT,DF,Watford,30,1987,17.4,759,103,402,332,27,17,759,0,0,,0,,327,1307,732,4,3,0,4,0,365,2,17/18
Davy Pröpper,nl NED,MF,Brighton,25,1991,34.7,1773,100,414,1154,225,28,1773,53,36,67.9,17,32.1,892,4348,1844,20,22,3,42,23,1007,47,17/18
Marc Pugh,eng ENG,MFFW,Bournemouth,30,1987,10.9,631,11,81,269,285,40,631,35,19,54.3,14,40,373,2495,1023,40,26,10,25,19,475,103,17/18
Jason Puncheon,eng ENG,MF,Crystal Palace,31,1986,7.2,313,2,38,165,113,10,313,5,4,80,1,20,185,851,338,8,9,0,7,15,204,19,17/18
Collin Quaner,de GER,FWMF,Huddersfield,26,1991,14.2,631,21,92,263,287,57,631,42,23,54.8,19,45.2,392,2568,1529,56,30,30,37,34,418,85,17/18
Sandro Ramírez,es ESP,FWMF,Everton,22,1995,3.1,126,2,10,53,63,10,126,7,3,42.9,4,57.1,72,330,85,1,0,1,15,6,100,21,17/18
Aaron Ramsey,wls WAL,MF,Arsenal,26,1990,20.5,1480,16,174,770,552,91,1480,36,29,80.6,7,19.4,1082,5745,2709,61,54,18,49,37,1214,161,17/18
Àngel Rangel,es ESP,DF,Swansea City,34,1982,1.7,132,2,27,67,40,1,132,1,0,0,1,100,63,334,204,6,3,0,4,1,77,11,17/18
