"","season","date","league_id","league","team1","team2","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","score1","score2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","reg_season","after_covid","is_VAR"
"318",2017,"2017-11-18",1952,"Mexican Primera Division Torneo Apertura","Necaxa","Morelia",40.49,41.73,0.4196,0.2716,0.3089,1.25,0.95,100,100,1,2,1.46,1.32,2.12,1.39,1.05,2.1,0,0,0
"319",2017,"2017-11-19",1952,"Mexican Primera Division Torneo Apertura","Toluca","Tijuana",42.34,42.26,0.4239,0.2776,0.2985,1.32,1.01,6.4,6.4,3,1,2.95,3.03,0.88,1.96,3.15,1.05,0,0,0
"320",2017,"2017-11-19",1952,"Mexican Primera Division Torneo Apertura","Santos Laguna","Club América",44.5,44.2,0.4336,0.2975,0.2689,1.56,1.25,4.9,4.9,0,1,0.72,0.89,1.24,0.85,0,1.05,0,0,0
"321",2017,"2017-11-22",1952,"Mexican Primera Division Torneo Apertura","Toluca","Morelia",43.08,42.59,0.4387,0.2864,0.2749,1.52,1.17,NA,NA,2,1,1,0.95,1.58,0.51,2.1,1.05,1,0,0
"322",2017,"2017-11-22",1952,"Mexican Primera Division Torneo Apertura","León","Tigres UANL",44,53.01,0.3337,0.3888,0.2775,1.3,1.42,100,100,1,1,0.92,0.57,0.87,1.63,1.05,1.05,1,0,0
"323",2017,"2017-11-23",1952,"Mexican Primera Division Torneo Apertura","Cruz Azul","Club América",45.84,44.9,0.4391,0.2666,0.2943,1.37,1,100,100,0,0,0.87,1.78,1.37,0.3,0,0,1,0,0
"324",2017,"2017-11-23",1952,"Mexican Primera Division Torneo Apertura","Atlas","Monterrey",42.53,52.94,0.3264,0.3787,0.2949,1.16,1.28,100,100,1,2,1.35,1.61,1.46,0.85,1.05,2.1,1,0,0
"325",2017,"2017-11-25",1952,"Mexican Primera Division Torneo Apertura","Tigres UANL","León",52.96,43.85,0.5372,0.2031,0.2597,1.7,0.94,100,100,1,1,1.62,1.11,1.16,1.13,1.05,1.05,1,0,0
"326",2017,"2017-11-25",1952,"Mexican Primera Division Torneo Apertura","Morelia","Toluca",42.07,43.57,0.4169,0.3052,0.2779,1.46,1.21,100,100,2,1,0.69,0.67,0.51,1.44,2.1,1.05,1,0,0
"327",2017,"2017-11-26",1952,"Mexican Primera Division Torneo Apertura","Monterrey","Atlas",53.32,42.25,0.5429,0.1902,0.2669,1.63,0.85,100,100,4,1,1.73,1.18,0.95,0.72,4.2,1.05,1,0,0
"328",2017,"2017-11-26",1952,"Mexican Primera Division Torneo Apertura","Club América","Cruz Azul",45.12,45.27,0.4194,0.2748,0.3058,1.27,0.97,100,100,0,0,1.09,1.51,0.89,2.18,0,0,1,0,0
"329",2017,"2017-11-29",1952,"Mexican Primera Division Torneo Apertura","Club América","Tigres UANL",44.07,52.24,0.3436,0.3471,0.3092,1.12,1.13,NA,NA,0,1,0.37,1.75,0.98,1.57,0,1.05,1,0,0
"330",2017,"2017-11-30",1952,"Mexican Primera Division Torneo Apertura","Morelia","Monterrey",42.07,54.47,0.3097,0.4106,0.2798,1.21,1.44,100,100,0,1,0.69,1.83,0.6,0.26,0,1.05,1,0,0
"331",2017,"2017-12-02",1952,"Mexican Primera Division Torneo Apertura","Tigres UANL","Club América",53.47,42.64,0.5331,0.18,0.2869,1.47,0.73,100,100,3,0,3.79,0.5,1.1,0.66,2.58,0,1,0,0
"332",2017,"2017-12-03",1952,"Mexican Primera Division Torneo Apertura","Monterrey","Morelia",55.04,41.13,0.5743,0.1697,0.256,1.72,0.81,100,100,4,0,2.34,1.68,1.06,1.81,4.2,0,1,0,0
"333",2017,"2017-12-07",1952,"Mexican Primera Division Torneo Apertura","Tigres UANL","Monterrey",55.5,56.33,0.4246,0.2787,0.2967,1.33,1.03,NA,NA,1,1,1.75,0.84,1.23,1.02,1.05,1.05,1,0,0
"334",2017,"2017-12-10",1952,"Mexican Primera Division Torneo Apertura","Monterrey","Tigres UANL",56.34,55.44,0.4292,0.2738,0.297,1.34,1.01,100,100,1,2,1.68,0.85,1.68,0.75,1.05,2.1,1,0,0
"335",2017,"2018-01-05",1975,"Mexican Primera Division Torneo Clausura","Puebla","Tigres UANL",38.13,56.01,0.2581,0.4337,0.3082,0.91,1.27,64.3,64.3,2,1,2.22,1.38,0.76,1.11,2.1,1.05,0,0,0
"336",2017,"2018-01-05",1975,"Mexican Primera Division Torneo Clausura","Atlas","León",41.43,44.51,0.4073,0.3199,0.2728,1.49,1.29,53.3,53.3,1,2,1.08,1.22,1.63,0.99,1.05,2.1,0,0,0
"337",2017,"2018-01-06",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Tijuana",46.08,41.97,0.47,0.2311,0.299,1.36,0.87,61.1,52.4,0,0,1.25,0.76,0.82,0.59,0,0,0,0,0
"338",2017,"2018-01-06",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Morelia",55.93,40.16,0.5963,0.1611,0.2426,1.83,0.83,56.6,51.6,1,1,1.98,2,0.67,1.82,1.05,1.05,0,0,0
"339",2017,"2018-01-06",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Pumas Unam",42.63,36.55,0.4927,0.2328,0.2745,1.56,0.99,50.5,42.5,2,3,2.77,1.81,2,0.53,2.1,3.15,0,0,0
"340",2017,"2018-01-06",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Veracruz",39.88,32.04,0.5097,0.1938,0.2964,1.4,0.75,47.8,57.8,0,0,0.43,0.33,0.87,0.72,0,0,0,0,0
"341",2017,"2018-01-07",1975,"Mexican Primera Division Torneo Clausura","Toluca","Guadalajara",43.51,40.42,0.4599,0.2584,0.2817,1.48,1.04,52.5,48.9,1,1,1.74,1.35,1.48,1.1,1.05,1.05,0,0,0
"342",2017,"2018-01-07",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Club América",34.97,40.8,0.3645,0.3413,0.2942,1.25,1.2,52.6,49.9,0,1,0.62,1.01,1.25,1.6,0,1.05,0,0,0
"343",2017,"2018-01-07",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Lobos de la BUAP",43.48,38.51,0.4959,0.2564,0.2477,1.83,1.26,52.5,58,4,2,1.98,1.9,1.47,1.5,4.2,2.1,0,0,0
"344",2017,"2018-01-12",1975,"Mexican Primera Division Torneo Clausura","Morelia","Puebla",41.68,39.69,0.4412,0.2646,0.2942,1.37,1,51.8,52.5,1,0,1,0.84,1.36,0.91,1.05,0,0,0,0
"345",2017,"2018-01-12",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Necaxa",42.12,39.15,0.4413,0.2372,0.3215,1.21,0.8,56.5,49.1,1,0,0.43,0.54,1.51,1.18,1.05,0,0,0,0
"346",2017,"2018-01-13",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Querétaro",38.25,33.98,0.4794,0.2662,0.2544,1.75,1.25,62.3,51,0,2,0.96,0.68,1.65,0.52,0,1.62,0,0,0
"347",2017,"2018-01-13",1975,"Mexican Primera Division Torneo Clausura","Club América","Pachuca",41.65,42.12,0.4322,0.2803,0.2875,1.41,1.08,50.6,47.5,2,2,1.91,2.45,1.12,1.67,2.1,2.1,0,0,0
"348",2017,"2018-01-13",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Santos Laguna",54.68,44,0.5539,0.1935,0.2526,1.77,0.94,60.3,55.8,2,1,2.96,2.44,1.55,0.8,2.1,1.05,0,0,0
"349",2017,"2018-01-13",1975,"Mexican Primera Division Torneo Clausura","León","Toluca",45.17,43.21,0.4512,0.2813,0.2675,1.6,1.21,52.2,54.5,3,1,0.68,2.15,0.63,1.3,3.05,1.05,0,0,0
"350",2017,"2018-01-13",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Cruz Azul",40.69,45.56,0.3672,0.3174,0.3154,1.14,1.04,48.4,57.1,1,3,0.98,1.62,1.51,0.93,1.05,2.63,0,0,0
"351",2017,"2018-01-14",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Atlas",37.35,40.79,0.3951,0.3202,0.2846,1.38,1.21,49.7,49.5,3,1,2.01,0.64,1.28,1.28,3.15,1.05,0,0,0
"352",2017,"2018-01-14",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Monterrey",32.46,54.44,0.2271,0.4964,0.2765,0.96,1.55,63.4,60.4,0,2,0.51,0.92,1.2,1.21,0,1.71,0,0,0
"353",2017,"2018-01-19",1975,"Mexican Primera Division Torneo Clausura","Puebla","Veracruz",39.23,31.73,0.5012,0.1959,0.3029,1.36,0.73,51.4,55.2,2,0,2.52,0.59,1.38,0.57,2.1,0,0,0,0
"354",2017,"2018-01-19",1975,"Mexican Primera Division Torneo Clausura","Atlas","Toluca",39.46,43.17,0.3943,0.325,0.2808,1.4,1.25,20.1,25,1,3,1.17,1.97,1.65,1.22,1.05,2.64,0,0,0
"355",2017,"2018-01-20",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","León",46.9,45.29,0.4595,0.2573,0.2832,1.47,1.03,29.4,23.7,0,0,0.87,1.49,1.45,1.3,0,0,0,0,0
"356",2017,"2018-01-20",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Tigres UANL",34.91,54.7,0.2422,0.4801,0.2778,1,1.53,23.5,28.7,0,0,0.05,0.5,0.24,0.95,0,0,0,0,0
"357",2017,"2018-01-20",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Tijuana",55.08,42.28,0.5528,0.1772,0.2699,1.6,0.78,29.4,28.7,0,0,1.69,0.27,0.91,0.49,0,0,0,0,0
"358",2017,"2018-01-20",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Lobos de la BUAP",42.98,37.11,0.5065,0.251,0.2425,1.9,1.28,22.8,26.9,3,1,2.35,0.84,1.23,1.11,3.15,1.05,0,0,0
"359",2017,"2018-01-20",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Guadalajara",38.85,39.6,0.4214,0.2614,0.3171,1.21,0.89,20.7,22,1,3,2.74,1.84,2.52,1.32,1.05,2.65,0,0,0
"360",2017,"2018-01-21",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Club América",38.8,41.11,0.4012,0.3078,0.291,1.34,1.14,25.9,25.1,0,0,1.02,0.72,0.79,1.33,0,0,0,0,0
"361",2017,"2018-01-21",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Morelia",44.2,41.97,0.4532,0.2816,0.2653,1.62,1.22,26.2,28,1,0,0.74,0.44,0.72,1.04,1.05,0,0,0,0
"362",2017,"2018-01-26",1975,"Mexican Primera Division Torneo Clausura","Morelia","Querétaro",41.65,34.46,0.5012,0.2144,0.2844,1.48,0.87,27,21.3,1,0,1.08,0.11,1.42,0.57,0.84,0,0,0,0
"363",2017,"2018-01-26",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Puebla",42.26,40.62,0.4346,0.2455,0.3198,1.21,0.83,26.9,27.7,2,0,3.34,0.44,1.1,0.82,2.07,0,0,0,0
"364",2017,"2018-01-27",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Pumas Unam",36.33,38.29,0.4099,0.3249,0.2653,1.56,1.36,26.1,24.7,1,1,2.68,1.14,1.88,0.71,1.05,1.05,0,0,0
"365",2017,"2018-01-27",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Pachuca",54.63,43.81,0.5552,0.1882,0.2566,1.72,0.89,31.7,27.7,3,2,3.01,0.94,1.81,0.91,3.15,2.1,0,0,0
"366",2017,"2018-01-27",1975,"Mexican Primera Division Torneo Clausura","León","Necaxa",45.79,38.22,0.4935,0.2218,0.2847,1.48,0.9,26.4,16.4,0,4,0.9,1.81,1.45,1,0,3.75,0,0,0
"367",2017,"2018-01-27",1975,"Mexican Primera Division Torneo Clausura","Club América","Atlas",41.31,38.29,0.4656,0.2474,0.287,1.44,0.98,26.7,16.2,1,0,0.92,0.28,1.02,0.55,1.05,0,0,0,0
"368",2017,"2018-01-27",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Monterrey",40.7,54.62,0.2914,0.4266,0.282,1.15,1.44,27.3,29.8,1,2,2.59,1.43,0.8,0.87,1.05,2.1,0,0,0
"369",2017,"2018-01-28",1975,"Mexican Primera Division Torneo Clausura","Toluca","Cruz Azul",44.52,46.11,0.3981,0.2983,0.3036,1.25,1.05,29.4,29.3,1,1,0.56,0.74,1.49,0.73,1.05,1.05,0,0,0
"370",2017,"2018-01-28",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Santos Laguna",30.46,44.2,0.2975,0.4189,0.2836,1.15,1.42,21.3,24.8,1,1,1.33,1.76,0.88,1.74,1.05,1.05,0,0,0
"371",2017,"2018-02-02",1975,"Mexican Primera Division Torneo Clausura","Puebla","Guadalajara",38.82,40.88,0.4137,0.2914,0.2949,1.33,1.07,26.1,25,2,0,2.31,1.1,1.02,1.32,2.1,0,0,0,0
"372",2017,"2018-02-02",1975,"Mexican Primera Division Torneo Clausura","Atlas","Cruz Azul",37.74,46.14,0.3319,0.3575,0.3105,1.09,1.14,11.8,25.4,2,1,1.8,1.06,1.33,0.73,1.89,1.05,0,0,0
"373",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Veracruz",33.92,30.37,0.4603,0.2324,0.3073,1.3,0.84,23.4,24.4,0,1,1.08,1.62,0.93,1.49,0,1.05,0,0,0
"374",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Tijuana",44.28,44.19,0.4197,0.2918,0.2885,1.39,1.11,25.1,21.1,0,0,1.93,0.31,1.67,0.5,0,0,0,0,0
"375",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Monterrey","León",54.55,42.54,0.5667,0.1853,0.248,1.81,0.93,23.8,28.1,5,1,3.51,0.3,1.99,0.26,4.62,1.05,0,0,0
"376",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Morelia",43.73,42.01,0.4422,0.2852,0.2726,1.54,1.19,24.3,25.2,2,3,0.81,1.57,1.27,1.56,2.1,2.73,0,0,0
"377",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Toluca",41.45,44.37,0.4047,0.2934,0.3019,1.27,1.04,22.2,25.7,0,0,1.15,1.48,1.17,1.22,0,0,0,0,0
"378",2017,"2018-02-03",1975,"Mexican Primera Division Torneo Clausura","Club América","Lobos de la BUAP",41.61,36.82,0.4952,0.2355,0.2693,1.61,1.03,24.2,32.8,5,1,2.42,0.67,1.94,0.21,3.8,1.05,0,0,0
"379",2017,"2018-02-04",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Tigres UANL",37.79,55.13,0.2622,0.4533,0.2845,1.04,1.45,25,23.4,2,0,0.41,0.48,1.05,1.12,2.1,0,0,0,0
"380",2017,"2018-02-09",1975,"Mexican Primera Division Torneo Clausura","Morelia","Pumas Unam",43.25,39.28,0.4701,0.2444,0.2856,1.46,0.97,23.9,23.1,1,2,0.57,2.25,1.67,1.21,1.05,2.1,0,0,0
"381",2017,"2018-02-09",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Querétaro",43.53,32.41,0.5382,0.1675,0.2943,1.42,0.66,25.3,18.2,0,2,0.6,1.82,0.93,0.88,0,1.66,0,0,0
"382",2017,"2018-02-10",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Necaxa",45.11,40.89,0.456,0.2168,0.3273,1.19,0.72,28.5,23.6,0,2,0.57,2,1.68,0.88,0,2.1,0,0,0
"383",2017,"2018-02-10",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Atlas",34.79,38.92,0.3887,0.3511,0.2602,1.57,1.48,33.6,15.1,3,1,NA,NA,NA,NA,NA,NA,0,0,0
"384",2017,"2018-02-10",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Club América",53.48,43.82,0.5188,0.1928,0.2884,1.46,0.77,29.1,20.9,1,1,1.17,1.85,0.9,1.05,1.05,1.05,0,0,0
"385",2017,"2018-02-10",1975,"Mexican Primera Division Torneo Clausura","León","Puebla",40.39,39.98,0.4247,0.2926,0.2827,1.44,1.15,23.9,25.1,2,1,0.67,0.99,0.94,1.67,2.1,1.05,0,0,0
"386",2017,"2018-02-10",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Santos Laguna",39.68,44.62,0.3841,0.3428,0.2731,1.45,1.35,18.5,24.9,0,2,1.7,1.28,1.41,1.03,0,2.1,0,0,0
"387",2017,"2018-02-11",1975,"Mexican Primera Division Torneo Clausura","Toluca","Monterrey",44.68,57.01,0.3101,0.4051,0.2848,1.18,1.39,26.2,19,2,1,1.53,0.86,1.25,0.41,1.63,1.05,0,0,0
"388",2017,"2018-02-11",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Pachuca",31.81,42.66,0.3295,0.3913,0.2792,1.27,1.41,26.4,19.3,0,1,0.81,0.15,2.32,0.24,0,1.05,0,0,0
"389",2017,"2018-02-13",1975,"Mexican Primera Division Torneo Clausura","Atlas","Necaxa",37.04,43.22,0.3546,0.3418,0.3036,1.18,1.15,11.5,26.5,1,1,1.4,1.47,1.74,1.14,1.05,1.05,0,0,0
"390",2017,"2018-02-13",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Tigres UANL",36.82,52.35,0.2724,0.4709,0.2567,1.26,1.72,29.7,28,0,0,0.77,0.39,1.26,0.63,0,0,0,0,0
"391",2017,"2018-02-13",1975,"Mexican Primera Division Torneo Clausura","Club América","Morelia",44.97,41.73,0.4624,0.2421,0.2955,1.38,0.92,22.9,25.9,4,1,1.66,0.93,1.8,1.25,3.99,1.05,0,0,0
"392",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Guadalajara",34.85,38.61,0.3935,0.3115,0.2949,1.3,1.13,20.4,13.8,2,2,0.75,1.42,0.6,1.05,2.1,2.1,0,0,0
"393",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","León",45.63,40.35,0.4974,0.2496,0.253,1.77,1.19,26.5,25.6,5,1,2.1,0.97,1.72,0.59,5.25,1.05,0,0,0
"394",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Cruz Azul",55.87,42.89,0.5474,0.1742,0.2783,1.53,0.74,26.3,25.5,2,2,1.6,1.94,1.14,1.51,2.1,2.1,0,0,0
"395",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Veracruz",40.9,31.89,0.516,0.1969,0.2871,1.47,0.79,18.5,24.4,1,2,1.72,0.83,2.31,1.28,1.05,2.1,0,0,0
"396",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Puebla","Toluca",40.03,45.83,0.3734,0.3226,0.304,1.21,1.1,27,27.5,2,0,1.32,1.26,0.6,2.22,2.1,0,0,0,0
"397",2017,"2018-02-14",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Tijuana",42.35,40.97,0.4315,0.2831,0.2853,1.42,1.1,22.6,26.3,2,0,1.28,0.46,1.42,0.84,1.61,0,0,0,0
"398",2017,"2018-02-16",1975,"Mexican Primera Division Torneo Clausura","Morelia","Lobos de la BUAP",40.35,37.03,0.4791,0.2654,0.2555,1.74,1.24,25.1,29.7,2,1,1.62,1.79,1.1,0.54,2.1,1.05,0,0,0
"399",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Puebla",44.52,40.68,0.4587,0.2306,0.3107,1.28,0.82,26.6,27.3,1,1,1.58,1.56,1.16,1.32,1.05,1.05,0,0,0
"400",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Atlas",51.7,37.19,0.5873,0.1587,0.254,1.72,0.76,30.3,13,2,0,0.87,0.3,1.42,1.28,1.82,0,0,0,0
"401",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","León","Querétaro",38.41,34.41,0.4687,0.2615,0.2698,1.59,1.12,24,20.4,1,1,1.34,1.59,1.76,0.77,0.84,1.05,0,0,0
"402",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Pumas Unam",39.85,40,0.4302,0.266,0.3038,1.3,0.95,27,23.7,4,1,3.88,0.26,1.58,0.63,3.57,1.05,0,0,0
"403",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Monterrey",43.1,54.67,0.3243,0.3717,0.3041,1.11,1.21,28.4,24.7,3,0,1.63,0.84,1.17,1.38,2.63,0,0,0,0
"404",2017,"2018-02-17",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Pachuca",39.18,43.42,0.3954,0.3396,0.265,1.54,1.41,12.6,27.4,1,1,2.18,1.33,2.05,0.65,1.05,1.05,0,0,0
"405",2017,"2018-02-18",1975,"Mexican Primera Division Torneo Clausura","Toluca","Santos Laguna",45.16,47.83,0.4102,0.3139,0.2759,1.47,1.25,27.8,20.8,2,0,0.72,0.94,1.89,1.54,2.1,0,0,0,0
"406",2017,"2018-02-18",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Club América",32.85,46.74,0.2892,0.402,0.3088,1,1.23,33.7,16.3,1,1,0.36,1.5,0.78,2.02,1.05,1.05,0,0,0
"407",2017,"2018-02-23",1975,"Mexican Primera Division Torneo Clausura","Atlas","Monterrey",36.82,52.59,0.2807,0.4502,0.269,1.2,1.58,8.8,29.1,0,1,0.63,3.14,0.87,1.19,0,0.84,0,0,0
"408",2017,"2018-02-23",1975,"Mexican Primera Division Torneo Clausura","Puebla","Necaxa",41.38,45.24,0.3788,0.2967,0.3245,1.11,0.95,29.8,32,1,1,0.36,0.93,1.02,1.91,1.05,1.05,0,0,0
"409",2017,"2018-02-24",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Veracruz",36.9,32.41,0.4735,0.2541,0.2724,1.57,1.08,41,54.9,5,0,2.64,0.24,1.6,0.38,4.39,0,0,0,0
"410",2017,"2018-02-24",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Toluca",34.72,46.06,0.3176,0.3829,0.2996,1.12,1.25,18.1,29.6,0,2,0.59,1.72,1.37,0.65,0,2.1,0,0,0
"411",2017,"2018-02-24",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Morelia",51.93,40.46,0.5518,0.177,0.2712,1.59,0.78,31.8,28.5,2,1,1.32,1.27,1.1,0.98,2.1,1.05,0,0,0
"412",2017,"2018-02-24",1975,"Mexican Primera Division Torneo Clausura","Pachuca","León",42.93,38.02,0.4948,0.2603,0.2449,1.87,1.3,27.4,24.1,2,1,1.75,1.5,1.26,1.11,2.1,1.05,0,0,0
"413",2017,"2018-02-24",1975,"Mexican Primera Division Torneo Clausura","Club América","Tijuana",47.21,42.65,0.4656,0.2313,0.3031,1.33,0.85,19.1,26.7,0,0,1.82,0.32,1.53,0.34,0,0,0,0,0
"414",2017,"2018-02-25",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Guadalajara",37.51,39.59,0.4123,0.3153,0.2724,1.5,1.28,27.8,10.8,1,1,1.01,2.29,1.1,2.11,1.05,1.05,0,0,0
"415",2017,"2018-02-25",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Cruz Azul",46.82,43.9,0.4501,0.264,0.2858,1.44,1.04,26.7,26.6,2,0,1.77,0.82,1.12,1.36,1.9,0,0,0,0
"416",2017,"2018-03-02",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Lobos de la BUAP",42.17,40.05,0.469,0.2567,0.2743,1.55,1.08,29.5,21.7,3,1,2.07,1.2,1.39,1.38,3.09,1.05,0,0,0
"417",2017,"2018-03-02",1975,"Mexican Primera Division Torneo Clausura","Morelia","Atlas",40.88,35.71,0.4869,0.2418,0.2713,1.59,1.04,27.3,5.6,2,1,0.64,1.62,0.82,1.42,2.1,1.05,0,0,0
"418",2017,"2018-03-03",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Querétaro",42.98,33.51,0.5209,0.1854,0.2937,1.42,0.73,15.3,12.8,0,1,3.24,0.65,1.49,0.55,0,1.05,0,0,0
"419",2017,"2018-03-03",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Puebla",53.53,40.69,0.5514,0.1792,0.2694,1.6,0.79,30,31.6,1,3,1,0.96,2.07,0.61,1.05,2.67,0,0,0
"420",2017,"2018-03-03",1975,"Mexican Primera Division Torneo Clausura","León","Pumas Unam",37.95,36.64,0.4492,0.2929,0.2579,1.69,1.32,17.4,27.2,3,0,2.35,0.43,1.03,1.55,3.15,0,0,0,0
"421",2017,"2018-03-03",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Santos Laguna",45.94,47.71,0.4206,0.2832,0.2961,1.33,1.04,31.2,21.4,1,2,1.27,1.1,0.95,1.21,1.05,2.1,0,0,0
"422",2017,"2018-03-03",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Club América",40.44,47.35,0.3527,0.3531,0.2942,1.23,1.23,9.2,19.3,1,1,0.83,1,0.97,2.08,1.05,1.05,0,0,0
"423",2017,"2018-03-04",1975,"Mexican Primera Division Torneo Clausura","Toluca","Pachuca",47.3,42.98,0.4855,0.2498,0.2647,1.65,1.11,30.8,30.1,2,1,1.83,0.94,1.15,0.91,2.1,1.05,0,0,0
"424",2017,"2018-03-04",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Tigres UANL",29.74,51.62,0.2181,0.4863,0.2956,0.84,1.4,22.8,28.4,0,2,0.54,1.44,1.48,1.36,0,2.1,0,0,0
"425",2017,"2018-03-09",1975,"Mexican Primera Division Torneo Clausura","Morelia","Veracruz",40.39,28.94,0.5492,0.1811,0.2697,1.6,0.8,30.1,16.4,2,0,0.95,1.1,0.9,1.39,2.1,0,0,0,0
"426",2017,"2018-03-09",1975,"Mexican Primera Division Torneo Clausura","Atlas","Puebla",36.19,42.51,0.3589,0.3431,0.298,1.22,1.18,2.6,25.2,1,0,0.88,0.74,1.74,1.14,1.05,0,0,0,0
"427",2017,"2018-03-10",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Pachuca",42.57,42.68,0.4395,0.2774,0.2831,1.45,1.1,7.8,29.5,5,0,1.77,0.74,1.19,0.93,5.05,0,0,0,0
"428",2017,"2018-03-10",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Necaxa",33.88,44.99,0.3088,0.3692,0.322,0.99,1.11,15.3,31.6,1,1,0.87,0.96,1.51,1.1,1.05,1.05,0,0,0
"429",2017,"2018-03-10",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Guadalajara",39.28,40.01,0.4254,0.3188,0.2558,1.68,1.43,18.3,6.4,0,1,0.65,0.9,1.59,0.78,0,1.05,0,0,0
"430",2017,"2018-03-10",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Tijuana",52.48,43.06,0.5136,0.1861,0.3002,1.38,0.71,26.3,26.5,1,0,0.63,0.34,1.04,1.26,1.05,0,0,0,0
"431",2017,"2018-03-10",1975,"Mexican Primera Division Torneo Clausura","Club América","León",47.72,39.53,0.5306,0.2093,0.2602,1.7,0.97,22,28.6,2,0,0.95,0.83,0.84,1.03,2.1,0,0,0,0
"432",2017,"2018-03-11",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Toluca",35.11,47.58,0.3053,0.4163,0.2784,1.21,1.46,27.6,24.2,0,1,1.24,2.53,0.98,1.09,0,1.05,0,0,0
"433",2017,"2018-03-11",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Monterrey",48.79,51.88,0.4017,0.3251,0.2732,1.48,1.3,13,30.4,3,2,2.41,1.7,1.23,0.83,3.15,2.1,0,0,0
