"","season","date","league_id","league","team1","team2","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","score1","score2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","reg_season","after_covid","is_VAR"
"694",2018,"2019-01-20",1975,"Mexican Primera Division Torneo Clausura","León","Tijuana",46.16,41.43,0.494,0.2316,0.2744,1.55,0.97,28.5,19.2,0,1,2.21,0.79,2.48,0.54,0,1.05,0,0,1
"695",2018,"2019-01-25",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Puebla",31.5,39.47,0.3422,0.3674,0.2904,1.21,1.27,4.9,18.3,0,1,0.49,0.97,1.3,1.02,0,1.05,0,0,1
"696",2018,"2019-01-25",1975,"Mexican Primera Division Torneo Clausura","Atlas","Lobos de la BUAP",41.61,37.13,0.4872,0.2396,0.2732,1.55,1.01,25.5,25.3,3,1,1.63,1.26,2.36,1.32,2.67,1.05,0,0,1
"697",2018,"2019-01-26",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Tijuana",49.89,41.15,0.5292,0.1918,0.2791,1.51,0.8,30,23.9,1,0,1.29,1.01,0.46,1.14,1.05,0,0,0,1
"698",2018,"2019-01-26",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Club América",61.43,62.61,0.4283,0.2976,0.2742,1.49,1.2,19.3,19.2,3,2,2.38,1.29,1.32,2.03,3.15,1.89,0,0,1
"699",2018,"2019-01-26",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Pumas Unam",49.76,44.39,0.5066,0.238,0.2554,1.73,1.11,29.4,22,1,0,2.13,1.27,1.78,1.21,1.05,0,0,0,1
"700",2018,"2019-01-26",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Morelia",43.12,40.5,0.4773,0.2572,0.2655,1.62,1.12,30.3,22.3,0,0,1.08,0.78,1.56,0.57,0,0,0,0,1
"701",2018,"2019-01-27",1975,"Mexican Primera Division Torneo Clausura","Toluca","Tigres UANL",51.67,60.69,0.3556,0.3648,0.2795,1.32,1.34,27.4,20.3,0,1,2.02,0.48,1.72,0.63,0,1.05,0,0,1
"702",2018,"2019-01-27",1975,"Mexican Primera Division Torneo Clausura","Querétaro","León",39.51,46.44,0.3606,0.3554,0.284,1.3,1.29,12.5,24.6,0,4,0.49,2.06,0.79,2.1,0,4.2,0,0,1
"703",2018,"2019-01-27",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Guadalajara",51.06,46.18,0.4906,0.2272,0.2822,1.48,0.92,30.5,23.2,1,0,0.45,0.99,0.56,1.3,1.05,0,0,0,1
"704",2018,"2019-02-01",1975,"Mexican Primera Division Torneo Clausura","Morelia","Atlas",40.47,42.12,0.4162,0.3054,0.2784,1.44,1.2,18.9,27.2,1,2,1.24,1.19,1.13,1.01,1.05,2.1,0,0,1
"705",2018,"2019-02-01",1975,"Mexican Primera Division Torneo Clausura","Puebla","Necaxa",40.06,43.08,0.3993,0.3125,0.2882,1.34,1.15,21.7,30.8,1,4,1.18,1.32,1.68,0.99,1.05,3.57,0,0,1
"706",2018,"2019-02-02",1975,"Mexican Primera Division Torneo Clausura","Club América","Querétaro",62.47,36.86,0.7119,0.0935,0.1946,2.14,0.63,17.5,6.8,2,0,1.48,0.46,1.3,1.34,1.65,0,0,0,1
"707",2018,"2019-02-02",1975,"Mexican Primera Division Torneo Clausura","León","Cruz Azul",49.29,49.31,0.4359,0.2812,0.2829,1.43,1.1,30.9,30.1,2,0,1.79,1.88,1.18,1.04,1.68,0,0,0,1
"708",2018,"2019-02-02",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Santos Laguna",60.05,50.28,0.5281,0.2043,0.2676,1.61,0.9,18.4,29.3,2,1,2.46,0.43,1.58,0.86,2.1,1.05,0,0,1
"709",2018,"2019-02-02",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Toluca",41.64,52.21,0.3285,0.378,0.2935,1.16,1.27,20.3,29.1,2,0,2.16,1.02,1.23,0.63,2.1,0,0,0,1
"710",2018,"2019-02-03",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Monterrey",44.09,61.89,0.2761,0.4668,0.2571,1.25,1.69,18.2,13.9,1,1,0.91,0.77,1.21,1.28,1.05,0.84,0,0,1
"711",2018,"2019-02-03",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Pachuca",36.66,50.03,0.3041,0.4243,0.2716,1.24,1.51,22.4,29.8,1,1,0.48,2.25,1.26,1.55,1.05,1.05,0,0,1
"712",2018,"2019-02-04",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Veracruz",46.83,30.97,0.626,0.1237,0.2502,1.69,0.6,28.7,3.2,0,0,1.47,0.51,2.05,0.81,0,0,0,0,1
"713",2018,"2019-02-08",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Tigres UANL",31.15,60.64,0.1697,0.5815,0.2488,0.83,1.77,2.9,13.5,0,2,0.07,1.73,0.1,1.7,0,1.58,0,0,1
"714",2018,"2019-02-08",1975,"Mexican Primera Division Torneo Clausura","Atlas","Puebla",42.77,39.09,0.4896,0.2381,0.2723,1.56,1.01,29.7,17.2,1,2,0.77,0.81,0.88,0.83,1.05,2.1,0,0,1
"715",2018,"2019-02-09",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Pumas Unam",37.3,44.48,0.3565,0.3594,0.2841,1.29,1.29,4.3,17,0,2,0.81,0.44,0.94,1.03,0,1.66,0,0,1
"716",2018,"2019-02-09",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Lobos de la BUAP",61.39,36.13,0.7038,0.102,0.1942,2.18,0.69,12.6,21.2,4,0,3.9,0.58,2.95,0.21,3.62,0,0,0,1
"717",2018,"2019-02-09",1975,"Mexican Primera Division Torneo Clausura","Club América","León",61.94,49.59,0.5639,0.1919,0.2443,1.83,0.97,16.8,26.6,0,3,1.47,1.34,2.07,0.91,0,2.85,0,0,1
"718",2018,"2019-02-09",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Morelia",50.57,39.82,0.5659,0.1861,0.248,1.79,0.92,30.7,16.5,2,0,1.85,0.32,1.1,0.32,1.47,0,0,0,1
"719",2018,"2019-02-09",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Guadalajara",44.12,46.6,0.4068,0.2953,0.2979,1.29,1.05,31.5,32.4,3,3,1.48,1.98,1.66,1.31,3.15,3.15,0,0,1
"720",2018,"2019-02-10",1975,"Mexican Primera Division Torneo Clausura","Toluca","Cruz Azul",50.53,49.02,0.4498,0.2647,0.2855,1.43,1.03,32.5,32.7,1,1,0.31,1.16,1.02,0.98,1.05,1.05,0,0,1
"721",2018,"2019-02-10",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Tijuana",49.72,43.26,0.5033,0.2141,0.2826,1.48,0.87,33.6,29.5,1,1,0.86,1.38,0.63,0.67,1.05,1.05,0,0,1
"722",2018,"2019-02-15",1975,"Mexican Primera Division Torneo Clausura","Morelia","Monterrey",39.15,63.17,0.2189,0.5298,0.2513,1.05,1.77,9.9,13.7,2,3,1.07,1.49,1.02,2.11,2.1,3.15,0,0,1
"723",2018,"2019-02-15",1975,"Mexican Primera Division Torneo Clausura","Puebla","Pachuca",40.04,51.17,0.324,0.3921,0.2838,1.21,1.36,23.4,31,1,1,1.46,1.47,1.33,0.84,1.05,1.05,0,0,1
"724",2018,"2019-02-15",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Veracruz",44.18,29.99,0.6072,0.1301,0.2627,1.61,0.59,26.4,1.9,3,0,3.88,1.16,2.16,0.47,2.11,0,0,0,1
"725",2018,"2019-02-16",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Santos Laguna",49.78,48.73,0.4486,0.2574,0.294,1.37,0.96,35.8,34.5,1,2,1.65,1.07,1.81,0.81,1.05,2.1,0,0,1
"726",2018,"2019-02-16",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Necaxa",61.8,43.93,0.6164,0.15,0.2336,1.89,0.8,15.9,29.3,3,2,0.9,0.86,1.05,0.92,2.92,2.1,0,0,1
"727",2018,"2019-02-16",1975,"Mexican Primera Division Torneo Clausura","León","Toluca",51.26,49.66,0.4481,0.2807,0.2712,1.54,1.17,22,31.5,3,0,2.64,0.21,1.95,0.35,1.98,0,0,0,1
"728",2018,"2019-02-16",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Atlas",46.99,41.78,0.4926,0.2271,0.2803,1.5,0.93,33.3,32.4,3,0,1.38,0.62,0.53,0.96,3.15,0,0,0,1
"729",2018,"2019-02-17",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Club América",45.15,60.38,0.3012,0.4283,0.2704,1.24,1.52,23.6,16,1,0,1.02,1.52,1.04,1.68,1.05,0,0,0,1
"730",2018,"2019-02-17",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Querétaro",34.47,36.63,0.424,0.2887,0.2873,1.38,1.09,11.6,1.8,3,1,1.41,1.03,1.52,0.23,2.38,1.05,0,0,1
"731",2018,"2019-02-22",1975,"Mexican Primera Division Torneo Clausura","Atlas","Tigres UANL",41.04,60.88,0.2587,0.4664,0.2749,1.07,1.53,24.9,16.6,0,1,1.11,1.73,0.9,0.97,0,1.05,0,0,1
"732",2018,"2019-02-22",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Cruz Azul",28.75,49.54,0.2129,0.5045,0.2826,0.86,1.48,0.3,29.5,1,1,0.33,2.2,1.14,1.83,1.05,1.05,0,0,1
"733",2018,"2019-02-23",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Morelia",35.78,39.25,0.3962,0.3128,0.291,1.32,1.14,0.4,6.2,3,0,2.05,0.3,1.25,0.62,2.22,0,0,0,1
"734",2018,"2019-02-23",1975,"Mexican Primera Division Torneo Clausura","Club América","Lobos de la BUAP",60.11,35.32,0.6976,0.1044,0.1979,2.15,0.69,24.2,23.3,3,0,1.28,0.33,2.33,0.36,2.32,0,0,0,1
"735",2018,"2019-02-23",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Puebla",63.18,40.33,0.6635,0.1243,0.2122,2.06,0.76,15,26.6,0,0,0.85,0.37,1.7,0.58,0,0,0,0,1
"736",2018,"2019-02-23",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Guadalajara",50.85,47.71,0.4714,0.2438,0.2848,1.45,0.96,31.6,25.9,3,1,2.86,1.17,1.31,1.26,2.91,1.05,0,0,1
"737",2018,"2019-02-23",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Tijuana",44.96,45.61,0.4294,0.2879,0.2827,1.43,1.12,34.1,34.5,1,2,1.19,1.31,1.73,0.83,1.05,2.1,0,0,1
"738",2018,"2019-02-24",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","León",45.32,53.09,0.3804,0.3432,0.2764,1.4,1.31,29.4,12.2,1,3,1.05,2.73,1.06,1.33,1.05,2.63,0,0,1
"739",2018,"2019-02-24",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Toluca",49.06,47.8,0.4558,0.2637,0.2805,1.47,1.05,34.5,30.4,4,0,3.43,0.46,0.83,0.45,3.78,0,0,0,1
"740",2018,"2019-03-01",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Atlas",46.08,40.73,0.5014,0.2171,0.2814,1.49,0.88,35.3,25.4,3,1,1.55,1.96,1.14,1.4,2.76,1.05,0,0,1
"741",2018,"2019-03-01",1975,"Mexican Primera Division Torneo Clausura","Morelia","Club América",37.68,60.58,0.2175,0.5259,0.2566,1.01,1.72,2.7,18.1,2,2,1.38,1.25,1.14,1.61,1.83,2.1,0,0,1
"742",2018,"2019-03-02",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Necaxa",49.94,44.49,0.4953,0.2337,0.2709,1.58,1,31.3,35.2,2,1,1.55,1.16,0.9,0.83,2.1,1.05,0,0,1
"743",2018,"2019-03-02",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Pachuca",61.08,51.8,0.5279,0.2073,0.2648,1.64,0.92,13.7,25.4,3,0,3.28,1.01,1.41,1.18,3.15,0,0,0,1
"744",2018,"2019-03-02",1975,"Mexican Primera Division Torneo Clausura","León","Santos Laguna",54.45,51.43,0.4573,0.2715,0.2711,1.55,1.14,11.1,25.2,3,0,1.32,1.6,0.8,1.51,2.43,0,0,0,1
"745",2018,"2019-03-02",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Monterrey",46.94,62.53,0.3079,0.4114,0.2807,1.19,1.42,29.5,11.1,0,2,0.69,1.76,1.79,0.76,0,1.63,0,0,1
"746",2018,"2019-03-03",1975,"Mexican Primera Division Torneo Clausura","Toluca","Veracruz",45.48,28.42,0.6342,0.1285,0.2373,1.81,0.67,14.5,0.5,3,1,1.95,0.56,1.88,0.85,2.31,1.05,0,0,1
"747",2018,"2019-03-03",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Pumas Unam",34.79,44.03,0.3385,0.3817,0.2798,1.28,1.37,15.8,24.9,2,1,0.79,2.22,0.49,2.1,2.1,0.84,0,0,1
"748",2018,"2019-03-04",1975,"Mexican Primera Division Torneo Clausura","Puebla","Querétaro",40.75,37.29,0.4887,0.2226,0.2887,1.43,0.87,19.9,1.3,1,0,0.55,0.3,1.78,1.27,1.05,0,0,0,1
"749",2018,"2019-03-05",1975,"Mexican Primera Division Torneo Clausura","Club América","Necaxa",60.01,44.6,0.5944,0.171,0.2346,1.91,0.92,21.9,33.3,1,3,2.42,0.98,1.39,0.39,1.05,2.63,0,0,1
"750",2018,"2019-03-08",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Santos Laguna",28.34,51.41,0.1951,0.5414,0.2635,0.88,1.65,0.1,33.8,2,2,1.4,2.1,0.94,2.3,2.1,2.1,0,0,1
"751",2018,"2019-03-08",1975,"Mexican Primera Division Torneo Clausura","Atlas","Cruz Azul",41.09,49.83,0.3318,0.3748,0.2934,1.17,1.26,16.8,36.7,0,2,0.54,2.02,1,1.81,0,2.1,0,0,1
"752",2018,"2019-03-09",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Tijuana",50.59,45.79,0.4917,0.236,0.2723,1.56,1,36.4,30.1,4,0,2.01,1.15,1.75,0.7,4.2,0,0,0,1
"753",2018,"2019-03-09",1975,"Mexican Primera Division Torneo Clausura","Club América","Puebla",59.17,40.91,0.6217,0.1399,0.2385,1.82,0.72,33.5,33.9,1,0,1.33,0.38,2.62,0.16,0.84,0,0,0,1
"754",2018,"2019-03-09",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Tigres UANL",62.86,62.35,0.441,0.2795,0.2795,1.46,1.11,17.6,18.2,1,1,1.5,1.14,1.43,1.19,1.05,1.05,0,0,1
"755",2018,"2019-03-09",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Guadalajara",37.11,46.52,0.3099,0.3857,0.3044,1.06,1.22,0.3,34.6,0,0,0.43,1.51,0.76,1.97,0,0,0,0,1
"756",2018,"2019-03-09",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Toluca",45.5,45.56,0.455,0.2778,0.2672,1.58,1.18,39.1,23.3,1,1,NA,NA,NA,NA,NA,NA,0,0,1
"757",2018,"2019-03-10",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Morelia",44.64,38.31,0.5185,0.2196,0.2618,1.67,0.99,13.7,1.6,2,2,1.03,2.07,1.73,0.58,2.1,2.1,0,0,1
"758",2018,"2019-03-10",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","León",34.23,54.46,0.2574,0.4824,0.2603,1.16,1.67,20.4,10.3,0,1,0.56,1.42,1.21,1.18,0,1.05,0,0,1
"759",2018,"2019-03-15",1975,"Mexican Primera Division Torneo Clausura","Morelia","Lobos de la BUAP",39.02,33.9,0.4823,0.2465,0.2712,1.57,1.04,0.8,15.6,1,1,1.03,1.52,1.55,1.07,1.05,1.05,0,0,1
"760",2018,"2019-03-15",1975,"Mexican Primera Division Torneo Clausura","Puebla","Pumas Unam",40.31,43.94,0.4121,0.2973,0.2906,1.34,1.1,24.3,13.7,1,0,1.87,2.11,1.6,1.93,1.05,0,0,0,1
"761",2018,"2019-03-16",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Pachuca",51.59,52.39,0.4477,0.2715,0.2808,1.46,1.08,38.7,25.8,4,1,1.66,0.64,1.08,1.49,3.74,0.84,0,0,1
"762",2018,"2019-03-16",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Club América",47.52,59.66,0.334,0.3726,0.2934,1.18,1.26,40.3,27.1,0,2,0.98,1.26,1.02,1.07,0,1.89,0,0,1
"763",2018,"2019-03-16",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Querétaro",62.51,36.11,0.7103,0.0816,0.2081,1.95,0.49,12.8,0.1,4,1,2.22,1.01,2.51,0.79,4.11,1.05,0,0,1
"764",2018,"2019-03-16",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Monterrey",44.13,62.67,0.2826,0.4415,0.2759,1.14,1.49,37,16,1,0,0.94,0.92,1.53,1.93,1.05,0,0,0,1
"765",2018,"2019-03-17",1975,"Mexican Primera Division Torneo Clausura","Toluca","Atlas",45.92,39.35,0.5166,0.2165,0.2669,1.62,0.95,16.6,7.2,2,0,1.39,0.59,0.91,1.04,1.58,0,0,0,1
"766",2018,"2019-03-17",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Necaxa",51.17,45.07,0.5062,0.2338,0.26,1.68,1.06,43.3,43.5,1,2,1.7,1.51,1.32,1.4,1.05,2.1,0,0,1
"767",2018,"2019-03-17",1975,"Mexican Primera Division Torneo Clausura","León","Veracruz",54.74,28.58,0.7411,0.0757,0.1832,2.18,0.54,9,0,2,0,1.16,0.17,2.13,0.56,2.1,0,0,0,1
"768",2018,"2019-03-29",1975,"Mexican Primera Division Torneo Clausura","Morelia","León",38.37,54.99,0.2738,0.4573,0.2689,1.16,1.57,0.1,9.5,2,3,0.92,1.45,0.98,1.27,2.1,3.15,0,0,1
"769",2018,"2019-03-29",1975,"Mexican Primera Division Torneo Clausura","Atlas","Santos Laguna",39.13,50.11,0.3044,0.4156,0.28,1.18,1.43,2.3,35.7,1,0,1.53,0.9,1.11,1.9,1.05,0,0,0,1
"770",2018,"2019-03-30",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Tijuana",35.94,44.77,0.3222,0.3774,0.3004,1.11,1.23,0,27.2,1,0,1.33,0.75,0.98,0.72,1.05,0,0,0,1
"771",2018,"2019-03-30",1975,"Mexican Primera Division Torneo Clausura","Club América","Tigres UANL",60.41,62.88,0.4166,0.3007,0.2828,1.41,1.15,17.2,14.5,3,0,1.07,0.59,0.75,0.82,2.69,0,0,0,1
"772",2018,"2019-03-30",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Toluca",51.43,46.09,0.5012,0.2353,0.2635,1.65,1.05,41.1,33,3,2,2.18,2.46,1.22,1.71,3.15,2.1,0,0,1
"773",2018,"2019-03-30",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Veracruz",46.17,28.33,0.6671,0.1159,0.217,1.98,0.68,38.5,0,2,0,1.64,0.16,1.61,0.47,1.58,0,0,0,1
"774",2018,"2019-03-30",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Cruz Azul",61.97,52.62,0.5243,0.2069,0.2687,1.6,0.9,12.5,19.9,2,2,1.01,0.54,1.83,1.34,2.1,2.1,0,0,1
"775",2018,"2019-03-31",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Guadalajara",43.98,46.68,0.3775,0.3308,0.2917,1.28,1.18,3.7,36.7,2,1,1.86,1.42,1.64,0.99,2.1,1.05,0,0,1
"776",2018,"2019-03-31",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Puebla",34.52,40.29,0.356,0.3454,0.2986,1.2,1.17,13,34.6,0,4,0.57,2.17,1.38,1.18,0,4.14,0,0,1
"777",2018,"2019-04-05",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Atlas",27.93,39.54,0.3103,0.3923,0.2974,1.1,1.27,0,3.3,0,1,0.45,0.54,1.42,0.97,0,1.05,0,0,1
"778",2018,"2019-04-05",1975,"Mexican Primera Division Torneo Clausura","Puebla","Morelia",42.59,38.21,0.5252,0.2063,0.2685,1.6,0.9,42.4,0,1,1,0.76,1.18,0.72,1.57,1.05,1.05,0,0,1
"779",2018,"2019-04-06",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Querétaro",53.21,36.62,0.6337,0.1219,0.2444,1.74,0.61,31.3,0,3,0,1.89,0.33,1.38,0.56,2.56,0,0,0,1
"780",2018,"2019-04-06",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Pumas Unam",61.92,44.62,0.6267,0.1453,0.228,1.94,0.81,14.2,9.8,2,0,2.23,1.6,1.74,0.5,2.1,0,0,0,1
"781",2018,"2019-04-06",1975,"Mexican Primera Division Torneo Clausura","León","Necaxa",55.21,46.65,0.5199,0.2229,0.2572,1.71,1.03,10.1,22.5,2,1,1.65,1.12,2.07,1.3,2.1,1.05,0,0,1
"782",2018,"2019-04-06",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Lobos de la BUAP",46.12,32.34,0.6011,0.1484,0.2505,1.73,0.72,22.9,4.3,0,1,0.41,0.81,1.07,1.08,0,0.84,0,0,1
"783",2018,"2019-04-06",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Club América",44.02,61.24,0.2953,0.4161,0.2886,1.1,1.36,38,14,3,2,1.13,0.53,1.48,2.1,3.15,2.1,0,0,1
"784",2018,"2019-04-07",1975,"Mexican Primera Division Torneo Clausura","Toluca","Monterrey",46.8,61.5,0.3018,0.4257,0.2724,1.23,1.5,18.1,15.1,5,1,2.33,0.96,1.96,0.75,4.88,1.05,0,0,1
"785",2018,"2019-04-07",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Pachuca",49.64,50.89,0.428,0.3062,0.2659,1.56,1.29,24.5,31.7,0,0,1.42,0.87,1.03,1.26,0,0,0,0,1
"786",2018,"2019-04-12",1975,"Mexican Primera Division Torneo Clausura","Puebla","León",41.47,55.27,0.3374,0.3749,0.2877,1.22,1.3,43.6,9.1,0,3,0.91,1.27,0.92,1.42,0,2.94,0,0,1
"787",2018,"2019-04-12",1975,"Mexican Primera Division Torneo Clausura","Atlas","Necaxa",39.77,46.64,0.3467,0.3692,0.2841,1.27,1.32,6.8,36.1,1,2,1.04,1.51,1.72,1.08,1.05,2.1,0,0,1
"788",2018,"2019-04-13",1975,"Mexican Primera Division Torneo Clausura","Querétaro","Toluca",35.82,49.93,0.2749,0.4426,0.2826,1.08,1.44,0,33.4,0,0,0.95,0.46,2.32,0.58,0,0,0,0,1
"789",2018,"2019-04-13",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Veracruz",51.05,27.74,0.7182,0.0859,0.1959,2.09,0.56,39.3,0,9,2,4.74,1.63,2.22,1.88,8.62,2.1,0,0,1
"790",2018,"2019-04-13",1975,"Mexican Primera Division Torneo Clausura","Morelia","Guadalajara",39.32,44.6,0.3771,0.3285,0.2944,1.26,1.16,0,5,1,0,1.14,0.76,1.62,1.11,1.05,0,0,0,1
"791",2018,"2019-04-14",1975,"Mexican Primera Division Torneo Clausura","Pumas Unam","Tijuana",44.37,45.18,0.4133,0.3068,0.2799,1.43,1.19,1.4,20.6,1,0,1.34,0.76,1.56,1.02,1.05,0,0,0,1
"792",2018,"2019-04-14",1975,"Mexican Primera Division Torneo Clausura","Lobos de la BUAP","Tigres UANL",33.73,62.15,0.1848,0.5671,0.2481,0.91,1.79,10.4,10.9,0,3,0.32,1.61,0.73,1.25,0,3.15,0,0,1
"793",2018,"2019-04-14",1975,"Mexican Primera Division Torneo Clausura","Club América","Cruz Azul",60.3,54.04,0.5054,0.2206,0.274,1.55,0.93,18.3,12,0,0,1.1,0.37,1.32,0.61,0,0,0,0,1
"794",2018,"2019-04-14",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Santos Laguna",58.72,49.32,0.5286,0.2146,0.2569,1.71,1,13.9,21.8,4,0,1.6,1.75,0.85,2.06,3.57,0,0,0,1
"795",2018,"2019-04-19",1975,"Mexican Primera Division Torneo Clausura","Veracruz","Monterrey",26.86,58.7,0.1517,0.6311,0.2172,0.91,2.08,0,11.6,0,1,0.56,1.81,0.97,2.14,0,1.05,0,0,1
"796",2018,"2019-04-19",1975,"Mexican Primera Division Torneo Clausura","Tijuana","Lobos de la BUAP",44.67,32.7,0.5943,0.152,0.2537,1.7,0.72,36.8,4.9,1,2,2.95,1.06,2.45,0.33,1.05,2.1,0,0,1
"797",2018,"2019-04-20",1975,"Mexican Primera Division Torneo Clausura","Necaxa","Pachuca",47.06,52.25,0.3975,0.3469,0.2556,1.61,1.49,6.9,7,2,2,1.53,1.21,1.29,1.63,2.1,1.89,0,0,1
"798",2018,"2019-04-20",1975,"Mexican Primera Division Torneo Clausura","León","Atlas",56.56,39.4,0.6193,0.1442,0.2365,1.85,0.76,9.2,3.1,5,2,1.94,2.2,1.29,1.12,4.75,2.1,0,0,1
"799",2018,"2019-04-20",1975,"Mexican Primera Division Torneo Clausura","Cruz Azul","Pumas Unam",53.94,44.82,0.5369,0.1967,0.2665,1.62,0.87,9.8,7.9,2,1,2.28,1.09,1.97,0.37,1.68,1.05,0,0,1
"800",2018,"2019-04-20",1975,"Mexican Primera Division Torneo Clausura","Tigres UANL","Morelia",63.16,39.91,0.6882,0.104,0.2078,2.04,0.64,11.2,0,3,3,1.73,1.47,2.14,0.76,3.15,3.15,0,0,1
"801",2018,"2019-04-20",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","Puebla",43.98,40.21,0.435,0.2576,0.3074,1.27,0.9,0.9,36.5,1,3,1.35,1.32,1.67,1.25,1.05,3.15,0,0,1
"802",2018,"2019-04-21",1975,"Mexican Primera Division Torneo Clausura","Toluca","Club América",48.85,60.1,0.3449,0.3733,0.2818,1.28,1.34,35.2,14.9,3,2,1.9,2.48,1.05,2.53,3.15,2.1,0,0,1
"803",2018,"2019-04-21",1975,"Mexican Primera Division Torneo Clausura","Santos Laguna","Querétaro",49.43,36.74,0.567,0.167,0.266,1.61,0.74,2.8,0,2,1,1.69,0.76,1.99,1.2,2.1,1.05,0,0,1
"804",2018,"2019-04-26",1975,"Mexican Primera Division Torneo Clausura","Puebla","Tigres UANL",41.63,62,0.2832,0.4369,0.2799,1.12,1.46,54.8,12.6,1,1,1.87,1.05,1.36,1.13,1.05,1.05,0,0,1
"805",2018,"2019-04-26",1975,"Mexican Primera Division Torneo Clausura","Morelia","Tijuana",41.37,44.71,0.3597,0.3592,0.2811,1.32,1.32,0,52,1,4,1.21,1.37,0.59,1.05,1.05,3.57,0,0,1
"806",2018,"2019-04-27",1975,"Mexican Primera Division Torneo Clausura","Pachuca","Atlas",52.31,40.1,0.5882,0.1823,0.2295,1.99,1.01,21.4,0,1,0,1.85,0.06,2.73,0.35,0.84,0,0,0,1
"807",2018,"2019-04-27",1975,"Mexican Primera Division Torneo Clausura","Club América","Santos Laguna",60.27,49.45,0.5862,0.1698,0.2441,1.81,0.86,43,6.2,1,0,1.31,0.27,1.21,0.49,1.05,0,0,0,1
"808",2018,"2019-04-27",1975,"Mexican Primera Division Torneo Clausura","Monterrey","Necaxa",59.01,47.01,0.5715,0.1895,0.239,1.89,0.99,12.7,9.4,2,2,1.68,1.59,0.53,1.02,2.1,2.1,0,0,1
"809",2018,"2019-04-27",1975,"Mexican Primera Division Torneo Clausura","Guadalajara","León",42.64,56.06,0.3065,0.4119,0.2816,1.18,1.41,0,8.9,2,1,0.93,0.91,0.34,0.75,2.1,1.05,0,0,1
