first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,season,now_cost,element_type
Oumar,Niasse,8,3,83,1076,23,159.2,370.6,634,14,248,115.2,0,0,2,5,17/18,46,NA
Beni,Baningime,0,0,7,192,2,3.8,9.4,0,0,20,1.3,0,0,1,0,17/18,45,NA
Cenk,Tosun,5,0,55,984,13,226.4,232.4,304,9,192,75.6,4,0,0,2.1,17/18,67,NA
Luke,Garbutt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,40,NA
Joel,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,17/18,39,NA
Jonas,Lössl,0,1,135,3420,58,30,846.8,0,11,701,87.8,10,0,1,6.8,17/18,46,NA
Christopher,Schindler,0,2,102,3264,53,107.1,928,149,15,692,119.1,9,1,6,3.2,17/18,46,NA
Chris,Löwe,0,0,60,1585,26,125.5,266,39,0,321,43,7,0,1,1.1,17/18,44,NA
Tommy,Smith,0,1,50,1902,31,251.6,322,50,2,311,62.8,5,0,7,0.2,17/18,47,NA
Michael,Hefele,0,0,1,32,1,0.1,4,0,0,1,0.4,0,0,1,0.1,17/18,42,NA
Martin,Cranie,0,0,2,179,7,1.7,44,2,0,35,4.7,0,0,0,0.2,17/18,40,NA
Jon Gorenc,Stankovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,17/18,39,NA
Mark,Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,40,NA
Mathias,Jorgensen,0,3,107,3420,58,123.6,768.6,169,9,623,106.2,10,0,6,6.6,17/18,45,NA
Aaron,Mooy,4,3,113,3066,52,848.8,753.2,350,8,576,195.2,10,0,4,4.7,17/18,52,NA
Rajiv,van La Parra,3,0,74,2131,36,261.6,322.6,544,3,240,112.7,6,1,3,0.4,17/18,44,NA
Jonathan,Hogg,0,0,53,2396,40,172.8,475,61,0,400,71.2,7,1,8,0.2,17/18,44,NA
Philip,Billing,0,0,22,755,11,58.6,111.4,26,0,98,19.3,3,0,3,0.2,17/18,44,NA
Joe,Lolley,1,0,11,217,5,20,50.6,47,0,28,11.8,0,0,1,0.1,17/18,43,NA
Jack,Payne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Dean,Whitehead,0,0,4,68,3,1.1,6.6,0,0,16,0.8,0,0,0,0.1,17/18,42,NA
Harry,Bunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Sean,Scannell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Elias,Kachunga,1,1,46,1327,23,152.1,151,246,0,151,54.5,6,0,1,0.1,17/18,57,NA
Tom,Ince,2,1,82,2450,39,331.3,253,794,3,269,138,7,0,0,0.4,17/18,55,NA
Danny,Williams,0,0,28,1115,22,83,131.4,56,0,134,27,0,0,2,0,17/18,48,NA
Collin,Quaner,0,4,44,1268,23,255.7,209,283,0,173,74.8,3,0,4,4.8,17/18,45,NA
Laurent,Depoitre,6,2,94,1807,34,191.4,352,451,14,283,99.6,4,0,1,2.6,17/18,50,NA
Steve,Mounie,7,2,92,1849,32,270.7,377,600,12,269,124.5,6,0,2,1.7,17/18,55,NA
Scott,Malone,0,1,41,1110,23,146.8,221.6,97,4,211,46.5,3,0,3,0.2,17/18,43,NA
Florent,Hadergjonaj,0,1,51,1670,28,381.8,310,95,5,274,78.8,4,0,3,0.1,17/18,45,NA
Abdelhamid,Sabiri,0,1,10,217,5,40.6,30.8,53,0,30,12.4,1,0,1,0,17/18,47,NA
Robert,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,17/18,40,NA
Terence,Kongolo,0,0,30,1047,14,52.2,268,47,2,182,36.7,2,0,0,0,17/18,44,NA
Alex,Pritchard,1,2,40,997,12,300.3,173.6,213,3,168,68.7,3,0,1,0.1,17/18,54,NA
Kasper,Schmeichel,0,0,123,2965,47,11.1,687.2,0,17,592,69.9,8,0,3,4.1,17/18,51,NA
Ben,Hamer,0,0,9,274,7,0,51.8,0,0,54,5.1,1,0,0,0.1,17/18,43,NA
Wes,Morgan,0,0,61,2817,52,62,530,158,1,390,75.1,5,0,4,2.9,17/18,44,NA
Christian,Fuchs,0,1,57,1917,35,282.2,396.6,55,8,370,73.5,4,0,1,1.9,17/18,47,NA
Danny,Simpson,0,0,55,2306,41,121.2,444.2,42,0,342,60.7,5,0,4,2.2,17/18,43,NA
Robert,Huth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,48,NA
Yohan,Benalouane,0,0,1,90,2,1.3,24.8,18,0,7,4.4,0,0,0,0.1,17/18,42,NA
Benjamin,Chilwell,0,2,65,1848,30,332.1,382.8,63,4,381,78,6,1,1,3.1,17/18,44,NA
Harry,Maguire,2,4,117,3420,60,254.3,955.8,478,10,716,168.8,9,0,7,10.9,17/18,55,NA
Riyad,Mahrez,12,13,195,2948,51,924,966,932,19,682,282.6,9,0,2,8.2,17/18,87,NA
Marc,Albrighton,2,8,107,2533,42,718.3,580,300,12,458,160.2,8,1,5,2.2,17/18,55,NA
Demarai,Gray,3,3,80,1683,35,412.8,290.6,461,2,308,116.7,4,0,2,0.6,17/18,53,NA
Daniel,Amartey,0,0,13,486,7,10.3,81.2,0,0,53,9.2,3,1,0,0.2,17/18,43,NA
Nampalys,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Wilfred,Ndidi,0,4,78,2896,45,230.7,640.4,299,4,449,117.2,9,2,6,0.4,17/18,49,NA
Ahmed,Musa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,17/18,61,NA
Vicente,Iborra,3,0,58,1411,23,131.6,341.6,150,6,293,62.3,3,0,0,0.1,17/18,57,NA
Jamie,Vardy,20,2,183,3248,57,439.9,822.8,1222,28,674,248.6,8,0,3,21.7,17/18,88,NA
Shinji,Okazaki,6,3,76,1314,19,228.1,347.6,508,7,275,107.9,5,0,2,2.9,17/18,53,NA
Kelechi,Iheanacho,3,4,54,818,17,185.6,214.2,350,5,171,74.5,1,0,2,0.8,17/18,65,NA
Eldin,Jakupovic,0,0,4,180,6,0,67.8,0,0,36,6.8,0,0,0,0.1,17/18,42,NA
Matty,James,0,0,26,991,15,52.7,114.6,145,0,121,31.4,4,0,2,0.2,17/18,44,NA
Aleksandar,Dragovic,0,0,28,766,14,3.6,177.8,35,0,166,21.8,4,0,2,0.1,17/18,49,NA
Hamza,Choudhury,0,1,13,375,9,20.2,68,16,0,60,10.4,0,0,1,0,17/18,44,NA
George,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Adrien Sebastian,Perruchet Silva,0,2,23,760,18,120,133.2,65,0,128,31.8,1,0,3,0,17/18,59,NA
Fousseni,Diabaté,0,1,21,579,12,130.8,98.6,67,0,72,29.7,0,0,1,0.1,17/18,49,NA
Harvey,Barnes,0,0,3,8,0,1,0.2,6,0,8,0.6,0,0,0,0,17/18,45,NA
Sam,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,40,NA
Layton,Ndukwu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,40,NA
Alex,Oxlade-Chamberlain,3,7,94,1718,28,625.1,548,494,5,423,166.5,5,0,3,2.2,17/18,55,NA
Simon,Mignolet,0,0,67,1710,24,0,281,0,0,329,28,7,0,3,1.1,17/18,47,NA
Loris,Karius,0,0,88,1710,14,0,280.6,0,5,382,27.9,10,0,1,1.9,17/18,49,NA
Dejan,Lovren,2,1,110,2124,24,104.5,656.4,242,10,539,100.2,11,0,4,1.5,17/18,53,NA
Alberto,Moreno,0,1,52,1264,19,250.1,261.8,106,3,328,61.7,6,0,1,1.2,17/18,43,NA
Nathaniel,Clyne,0,0,7,173,1,23.8,21.8,41,0,25,8.7,1,0,1,0.3,17/18,53,NA
Joseph,Gomez,0,2,86,1901,22,285.6,437.4,46,9,480,76.9,9,0,3,2.2,17/18,45,NA
Joel,Matip,1,0,81,1995,27,96.1,544.8,140,3,470,78.1,9,0,3,1.7,17/18,54,NA
Ragnar,Klavan,1,0,78,1449,15,65,357.2,43,9,384,46.6,8,0,0,1.8,17/18,41,NA
James,Milner,0,3,77,1759,25,615.5,437.2,272,4,459,132.5,6,0,3,2.5,17/18,60,NA
Trent,Alexander-Arnold,1,2,83,1573,17,399.2,358.2,142,10,385,90.1,8,0,3,5.5,17/18,44,NA
Leiva,Lucas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Jordan,Henderson,1,1,75,2169,21,448.8,417,110,3,382,97.8,14,0,1,1.2,17/18,53,NA
Philippe,Coutinho,7,7,103,1109,14,624.4,550.4,519,15,381,169.4,5,0,0,3,17/18,91,NA
Emre,Can,3,6,92,2089,29,426.4,546.4,231,10,499,120.6,8,0,8,4,17/18,49,NA
Adam,Lallana,0,0,13,234,1,113.4,32.6,128,0,37,27.3,1,0,1,0.3,17/18,73,NA
Oluwaseyi,Ojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,50,NA
Sadio,Mané,10,8,147,2189,24,739.1,677.4,964,8,499,238,15,1,3,8.5,17/18,94,NA
Marko,Grujic,0,0,3,14,0,11.7,7.4,0,0,9,1.9,0,0,0,0.4,17/18,42,NA
Georginio,Wijnaldum,1,2,85,2381,23,356.2,341.8,399,1,406,109.9,15,0,1,2.2,17/18,66,NA
Ben,Woodburn,0,0,1,6,0,2.3,0.4,2,0,3,0.5,0,0,0,0.3,17/18,42,NA
Mohamed,Salah,32,12,303,2905,29,942.5,1496.2,2109,26,881,454.4,15,0,1,56.7,17/18,106,NA
Roberto,Firmino,15,8,181,2760,32,834.5,951,1341,29,758,312.7,16,0,1,36.1,17/18,95,NA
Danny,Ings,1,1,18,262,0,42,57.8,143,0,53,24,3,0,0,0.2,17/18,54,NA
Divock,Origi,0,0,1,9,1,0,0,0,0,3,0,0,0,0,0.2,17/18,74,NA
Dominic,Solanke,1,2,38,581,4,199.4,123.8,350,2,107,66.4,3,0,0,1.6,17/18,46,NA
Virgil,van Dijk,0,0,78,2253,28,122.6,601,277,5,481,100.2,8,0,1,7.3,17/18,57,NA
Andrew,Robertson,1,5,111,1940,18,414.5,424,174,12,514,101.3,10,0,2,7.4,17/18,50,NA
Jon,Flanagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,44,NA
Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,44,NA
Conor,Masterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,40,NA
Curtis,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Rafael,Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Ederson,Santana de Moraes,0,0,158,3195,26,10,546.2,0,10,666,55.6,16,0,1,9,17/18,57,NA
Claudio,Bravo,0,0,10,224,1,0,45.2,0,1,42,4.5,1,0,0,0.5,17/18,45,NA
John,Stones,0,0,70,1301,11,26.3,283.4,120,5,334,43.2,9,0,0,3.1,17/18,53,NA
Aleksandar,Kolarov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,55,NA
Vincent,Kompany,1,1,60,1394,11,76.5,399.6,116,2,326,59.2,6,0,6,2.9,17/18,59,NA
Nicolás,Otamendi,4,0,156,2966,25,224.6,846.6,363,21,742,143.7,15,0,9,25.8,17/18,64,NA
Fabian,Delph,1,2,55,1740,17,263.7,369.2,62,0,398,69.4,6,0,2,0.5,17/18,45,NA
Raheem,Sterling,18,17,229,2584,23,838.2,969.8,1488,19,701,329.7,13,1,3,27.6,17/18,91,NA
David,Silva,9,11,169,2431,18,1118.5,875.8,867,26,671,286.5,14,0,5,11.5,17/18,82,NA
Gnegneri Yaya,Touré,0,2,16,227,2,122.6,105,72,0,99,29.8,0,0,1,0.8,17/18,60,NA
Fernando,Luiz Rosa,5,4,120,2880,24,511.9,800.2,411,9,596,172.4,15,0,7,4.6,17/18,50,NA
Fernando Francisco,Reges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Kevin,De Bruyne,8,18,209,3073,22,1744.2,1146.6,797,25,872,368.9,19,0,2,21.4,17/18,103,NA
Ilkay,Gündogan,4,2,82,1504,15,406.4,381.4,408,9,376,119.3,6,0,3,2.3,17/18,54,NA
Manuel,Agudo Durán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,70,NA
Leroy,Sané,10,15,179,2415,22,891.3,842.4,1013,17,647,274.4,12,0,4,13.4,17/18,87,NA
Bernardo Mota,Veiga de Carvalho e Silva,6,5,112,1514,10,508.7,475.6,464,8,440,144.4,9,0,0,1.4,17/18,72,NA
Sergio,Agüero,21,6,169,1960,12,570.8,966.4,1484,22,740,302.5,13,0,2,10.7,17/18,115,NA
Gabriel Fernando,de Jesus,13,7,126,1660,12,360.3,603.6,1089,18,473,204.9,9,0,6,17.1,17/18,104,NA
Kyle,Walker,0,6,138,2784,22,511.4,542.4,117,8,691,117.1,15,1,2,12.3,17/18,66,NA
Danilo Luiz,da Silva,3,2,100,1340,11,158.1,376,176,8,398,71.1,9,0,2,2.8,17/18,50,NA
Benjamin,Mendy,0,1,20,360,1,139.3,84.2,48,1,96,27.2,2,0,2,0.4,17/18,63,NA
Phil,Foden,0,1,8,45,1,32.1,29.2,10,0,31,7.1,0,0,0,0,17/18,47,NA
Brahim,Diaz,0,0,5,50,1,5.6,6.8,53,0,14,6.6,0,0,0,0,17/18,47,NA
Oleksandr,Zinchenko,0,0,16,530,3,145.9,116.4,21,0,104,28.3,3,0,1,0,17/18,50,NA
Oluwatosin,Adarabioyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,40,NA
Aymeric,Laporte,0,0,35,806,5,52.8,165.8,34,2,204,25.4,4,0,1,1.5,17/18,51,NA
Lukas,Nmecha,0,0,2,14,0,3.1,0,0,0,4,0.3,0,0,0,0.1,17/18,45,NA
Alexis,Sánchez,9,10,152,2546,32,1155.2,823.2,1281,13,515,326.1,11,0,5,3,17/18,114,NA
Nemanja,Matic,1,1,91,3117,26,427.9,681.4,168,3,576,127.9,16,0,6,9.1,17/18,47,NA
David,De Gea,0,0,172,3330,28,10,821.2,0,10,757,83.4,18,0,0,44.3,17/18,59,NA
Sergio,Romero,0,0,7,90,0,0,26.4,0,0,26,2.6,1,0,0,0.7,17/18,47,NA
Joel Dinis,Castro Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,17/18,39,NA
Chris,Smalling,4,0,123,2535,24,35.3,743.8,230,9,590,101.2,11,0,4,11.5,17/18,57,NA
Phil,Jones,0,0,116,1973,11,36.6,486.4,12,19,554,53.6,15,0,2,5.2,17/18,55,NA
Luke,Shaw,0,0,48,787,2,127,142.6,144,4,216,41.5,7,0,2,0.5,17/18,48,NA
Marcos,Rojo,0,0,23,639,8,26,151.4,47,4,126,22.5,3,0,6,0.1,17/18,54,NA
Antonio,Valencia,3,1,146,2741,22,438.5,559.2,259,13,660,125.5,16,0,7,11.7,17/18,69,NA
Matteo,Darmian,0,0,27,443,3,25.3,95,6,3,119,12.6,3,0,0,0.2,17/18,49,NA
Daley,Blind,0,0,28,360,0,93,65.8,15,1,119,17.3,4,0,0,0.9,17/18,51,NA
Eric,Bailly,1,0,55,1000,6,28.4,222,79,3,248,33,7,0,2,5.7,17/18,60,NA
Axel,Tuanzebe,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1.1,17/18,39,NA
Victor,Lindelöf,0,0,47,1284,14,37.7,272.8,8,1,297,32,5,0,1,1.3,17/18,49,NA
Juan,Mata,3,5,100,1919,10,849.9,422.8,453,6,418,172.1,15,0,1,2,17/18,68,NA
Marouane,Fellaini,4,0,47,611,1,88.2,246,264,3,171,59.8,4,0,1,0.6,17/18,47,NA
Michael,Carrick,0,0,4,108,0,13.7,23.2,41,0,19,7.8,1,0,0,1,17/18,42,NA
Ashley,Young,2,6,98,2444,26,502.3,601.2,213,11,479,131.6,9,0,7,2.4,17/18,48,NA
Ander,Herrera,0,2,44,1257,14,229.4,294.4,101,0,229,62.7,5,0,5,1.3,17/18,50,NA
Jesse,Lingard,8,6,128,1807,18,519.1,526.6,711,10,450,175.3,9,0,2,10.3,17/18,60,NA
Anthony,Martial,9,6,125,1572,13,509.3,535.4,748,7,403,179.5,9,0,1,2.6,17/18,78,NA
Paul,Pogba,6,13,138,2145,20,663.5,710.8,780,15,528,215.6,11,1,5,14.7,17/18,79,NA
Scott,McTominay,0,0,21,629,3,53.6,78.2,11,0,96,14.2,4,0,2,0.8,17/18,42,NA
Marcus,Rashford,7,5,104,1799,16,412.1,470.8,838,11,387,171.7,10,0,3,7.6,17/18,73,NA
Romelu,Lukaku,16,7,162,2866,26,572.4,831,1334,18,593,273.2,14,0,4,21.9,17/18,115,NA
Andreas,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,49,NA
Zlatan,Ibrahimovic,0,0,5,102,2,43.5,14.8,68,0,18,12.6,0,0,0,0.2,17/18,95,NA
Robert Kenedy,Nunes do Nascimento,2,2,51,1023,9,224.1,236.4,253,5,171,71.4,6,0,1,2,17/18,48,NA
Islam,Slimani,1,1,25,369,4,100.8,83.2,115,1,76,29.6,1,0,1,0.3,17/18,66,NA
Robert,Elliot,0,0,57,1440,21,0,364.2,0,4,280,36.5,3,0,0,13.6,17/18,40,NA
Karl,Darlow,0,0,33,900,15,0,258.8,0,2,172,25.9,2,0,0,0.2,17/18,43,NA
DeAndre,Yedlin,0,2,88,2842,37,340.7,494.4,63,5,467,90,7,0,5,1.7,17/18,45,NA
Ciaran,Clark,2,1,64,1745,30,50.8,433.6,190,6,317,67.5,4,0,3,1.5,17/18,43,NA
Jamaal,Lascelles,3,0,116,2927,31,77.2,800,234,9,567,111.5,9,0,5,9.5,17/18,49,NA
Paul,Dummett,0,0,52,1602,18,97.8,333.6,58,0,280,49,5,0,1,1.1,17/18,42,NA
Grant,Hanley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,17/18,40,NA
Jesús,Gámez Duarte,0,0,9,97,0,47.6,32.2,4,2,38,8.4,1,0,0,1.5,17/18,39,NA
Florian,Lejeune,0,2,66,2103,32,92.3,557,139,6,406,78.9,5,0,3,0.9,17/18,43,NA
Matt,Ritchie,3,7,116,2802,35,844.4,561.2,520,10,489,192.6,9,0,6,2.3,17/18,54,NA
Jonjo,Shelvey,1,4,73,2264,30,639.9,442.6,243,4,360,132.3,6,2,2,0.6,17/18,52,NA
Yoan,Gouffran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,50,NA
Mohamed,Diamé,2,0,70,2034,27,214.2,431.8,203,3,340,85.3,6,0,3,0.3,17/18,46,NA
Jack,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,17/18,42,NA
Christian,Atsu,2,4,78,1776,22,340.6,308.8,480,5,236,112.9,6,0,1,1.2,17/18,48,NA
Dwight,Gayle,6,3,94,1946,31,333.6,352,808,8,276,148.7,6,0,3,1.1,17/18,61,NA
Ayoze,Pérez,8,6,124,2486,28,539,571.8,809,15,420,191.7,8,0,3,6.5,17/18,55,NA
Aleksandar,Mitrovic,1,0,10,89,0,44.7,48.2,73,0,37,16.6,0,0,0,0.6,17/18,47,NA
Daryl,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,17/18,45,NA
Massadio,Haidara,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1.8,17/18,39,NA
Siem,de Jong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,49,NA
Rolando,Aarons,0,0,5,136,2,8.1,12,25,0,19,4.6,0,0,0,0.1,17/18,43,NA
Javier,Manquillo,0,1,49,1757,31,164.8,266,26,1,247,45.9,4,0,2,0.6,17/18,42,NA
Jacob,Murphy,1,2,51,1137,25,159.7,161.8,227,2,171,54.7,2,0,0,0.1,17/18,50,NA
Jose Luis,Mato Sanmartín,4,1,69,1703,25,254.8,291.2,526,5,227,106.5,5,0,2,0.4,17/18,55,NA
Chancel,Mbemba,0,0,20,670,11,67.1,158.2,6,3,133,23.2,1,0,0,10.1,17/18,39,NA
Mikel,Merino,1,1,49,1337,18,236.7,374.8,156,4,271,76.9,3,0,4,0.1,17/18,49,NA
Isaac,Hayden,1,0,41,1365,25,164.7,273.6,144,0,171,58.2,3,0,7,0.2,17/18,43,NA
Henri,Saivet,1,0,8,83,2,0.8,49.8,7,1,27,5.8,0,0,0,0,17/18,44,NA
Freddie,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,40,NA
Martin,Dubravka,0,0,53,1080,11,0,234.6,0,5,215,23.3,4,0,0,1,17/18,45,NA
Alex,McCarthy,0,0,52,1620,26,0,280.8,0,3,278,28.1,4,0,2,0.8,17/18,44,NA
Fraser,Forster,0,0,73,1800,30,0,488.2,0,6,351,48.9,4,0,0,3.9,17/18,46,NA
Ryan,Bertrand,0,5,103,3135,49,589.1,515.2,286,4,553,139.3,8,0,2,5.2,17/18,53,NA
Maya,Yoshida,2,1,76,2049,32,67,525.2,236,6,413,83,6,1,2,1.7,17/18,46,NA
Matt,Targett,0,0,2,166,6,38.6,42.2,0,0,35,8.1,0,0,0,0.1,17/18,43,NA
Cédric,Soares,0,3,85,2794,44,455.6,507,159,2,481,112.3,7,0,3,4,17/18,47,NA
Jérémy,Pied,0,1,7,180,3,29.9,65.8,4,1,47,10,0,0,0,0.1,17/18,42,NA
Jack,Stephens,2,0,58,1980,33,68.3,506.6,224,2,360,79.9,5,1,6,0.5,17/18,45,NA
Sam,McQueen,0,0,14,142,2,34.2,29.4,8,2,49,7.2,1,0,0,0.1,17/18,42,NA
Jan,Bednarek,1,0,22,427,5,1.9,110,19,0,88,13.1,2,0,1,0.6,17/18,41,NA
Steven,Davis,3,2,71,1515,21,350.8,345.2,126,6,337,82.5,4,0,0,1.3,17/18,47,NA
James,Ward-Prowse,3,5,84,1708,29,613.9,363.4,296,8,367,127.1,2,0,3,1.7,17/18,49,NA
Dusan,Tadic,6,3,122,2791,43,950.9,588.6,656,10,464,219.5,10,0,4,3.2,17/18,62,NA
Jordy,Clasie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,44,NA
Oriol,Romeu Vidal,1,0,68,2897,47,338.7,616.2,231,0,474,118.7,8,0,11,2.5,17/18,42,NA
Pierre-Emile,Højbjerg,0,0,39,1666,30,258.4,266.6,148,0,261,67.6,3,0,6,0.4,17/18,43,NA
Sofiane,Boufal,2,2,55,1206,24,351.6,289.4,397,2,215,103.7,1,0,1,0.2,17/18,57,NA
Joshua,Sims,0,0,8,160,2,43.5,32.6,149,0,18,22.5,1,0,0,0.1,17/18,43,NA
Nathan,Redmond,1,3,72,1938,31,630.9,347,493,3,296,147.2,7,0,3,1.8,17/18,59,NA
Shane,Long,2,2,53,1570,28,301.9,235.6,512,0,167,104.6,4,0,6,0.5,17/18,56,NA
Charlie,Austin,7,1,72,1024,15,89.4,302.8,689,9,215,107.7,4,0,2,1.4,17/18,58,NA
Manolo,Gabbiadini,5,0,66,1067,17,133.9,203,269,10,204,58.6,4,0,2,1.4,17/18,62,NA
Mario,Lemina,1,1,58,1715,31,170.6,363.6,145,5,337,67.8,4,0,2,0.2,17/18,48,NA
Stuart,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,17/18,40,NA
Wesley,Hoedt,0,2,74,2520,42,130.9,661.6,146,11,532,93.8,5,0,7,0.1,17/18,50,NA
Michael,Obafemi,0,0,1,8,0,1.3,0,4,0,-1,0.3,0,0,0,0.7,17/18,45,NA
Guido,Carrillo,0,1,15,449,8,64.2,50.2,179,0,40,29.4,1,0,0,0,17/18,59,NA
Kurt,Zouma,1,0,87,2887,50,91.8,814.2,235,5,554,114.4,7,0,1,2,17/18,54,NA
Jack,Butland,0,0,125,3150,61,10,1013.4,0,16,687,102.5,6,0,0,2.5,17/18,50,NA
Lee,Grant,0,0,5,270,7,0,64.2,0,0,44,6.3,0,0,0,0.2,17/18,42,NA
Ryan,Shawcross,1,1,67,2371,40,26.5,656,276,2,356,96,5,0,2,0.8,17/18,48,NA
Geoff,Cameron,0,0,33,1522,30,77.2,265.4,46,0,220,39,2,0,2,0.2,17/18,43,NA
Erik,Pieters,0,1,71,2717,50,247.2,567.4,58,1,456,87.3,7,0,5,0.4,17/18,47,NA
Marc,Muniesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Glen,Johnson,0,0,5,546,14,56.8,86.6,41,0,70,18.4,0,0,3,0.3,17/18,41,NA
Josh,Tymon,0,0,0,162,9,4.9,20.4,0,0,18,2.5,0,0,0,0,17/18,44,NA
Joe,Allen,2,6,109,3139,55,512.3,691.8,339,12,527,154.3,6,0,8,1.7,17/18,51,NA
Charlie,Adam,0,0,10,405,9,114.4,73.2,84,0,57,27.1,2,1,2,0.1,17/18,47,NA
Glenn,Whelan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18,45,NA
Ibrahim,Afellay,0,0,6,162,9,5.5,12.6,0,0,29,1.8,0,0,1,0,17/18,48,NA
Xherdan,Shaqiri,8,9,155,3039,58,1151.6,718,676,19,554,255.2,6,0,5,8.6,17/18,61,NA
Giannelli,Imbula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,45,NA
Bojan,Krkic Perez,0,0,2,71,1,13.3,0,6,0,5,1.9,0,0,0,0,17/18,55,NA
Ramadan,Sobhi,2,1,51,1227,30,237.9,237.6,206,2,226,68.1,2,0,2,0.5,17/18,45,NA
Darren,Fletcher,1,1,67,2217,49,359.8,346.2,72,3,337,77.8,4,0,0,0.4,17/18,47,NA
Peter,Crouch,5,2,73,1551,27,321.2,289.2,390,6,225,99.9,2,0,4,2.4,17/18,48,NA
Mame Biram,Diouf,6,3,99,2592,49,285.4,482,832,8,350,159.6,8,0,6,1.9,17/18,52,NA
Saido,Berahino,0,1,20,483,13,51.8,40.4,149,0,42,23.7,2,0,0,0.3,17/18,55,NA
Kevin,Wimmer,0,0,19,1321,32,38.8,297,28,1,196,36.5,1,0,5,0.3,17/18,40,NA
Eric Maxim,Choupo-Moting,5,5,107,2241,45,327.5,505.6,851,9,341,168.1,5,0,3,1.9,17/18,52,NA
Jesé,Rodríguez Ruiz,1,1,31,609,17,127.7,110.4,171,2,93,40.8,1,0,0,2,17/18,54,NA
Bruno,Martins Indi,0,0,20,1242,28,48.3,241.8,60,0,171,35.1,1,0,3,0,17/18,49,NA
Harry,Souttar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,40,NA
Thomas,Edwards,0,0,6,481,15,23,93.4,10,0,81,12.7,0,0,0,0.3,17/18,40,NA
Julien,Ngoy,0,0,1,19,2,1.8,1,0,0,4,0.3,0,0,0,0.3,17/18,45,NA
Jakob,Haugaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,17/18,40,NA
Stephen,Ireland,0,0,4,128,4,17.8,14.4,11,0,13,4.3,0,0,1,0,17/18,45,NA
Moritz,Bauer,0,0,41,1307,18,189.9,181.8,67,1,201,44,5,0,4,0.4,17/18,45,NA
Konstantinos,Stafylidis,0,0,6,334,6,23.8,68.2,18,0,38,11,0,0,0,0,17/18,43,NA
Papa Alioune,Ndiaye,2,1,41,1138,17,116.7,298.4,133,5,159,55,2,0,5,0,17/18,50,NA
Tyrese,Campbell,0,0,4,75,2,2.6,13,28,0,11,4.4,0,0,0,0.5,17/18,45,NA
Lasse,Sorenson,0,1,5,75,1,25.4,29.6,0,0,27,5.5,0,0,0,0,17/18,45,NA
