first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,season,now_cost,element_type
Oliver,McBurnie,6,1,86,2105,25,186.9,424.4,830,6,300,143.7,9,0,4,0.4,19/20,55,NA
Michael,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,44,NA
Muhamed,Bešić,0,0,9,243,2,21.5,34.2,29,0,40,8.5,0,0,2,0.1,19/20,43,NA
Leon,Clarke,0,0,2,33,2,1.6,4,6,0,3,1,0,0,0,0.1,19/20,44,NA
Jack,Rodwell,0,0,1,15,0,0,1.2,0,0,3,0.1,0,0,0,0,19/20,45,NA
Jack,Robinson,0,0,14,504,11,30.4,106.8,2,2,87,14,1,0,0,0.9,19/20,40,NA
Sander,Berge,1,1,40,943,11,66,152.4,82,3,147,30.3,4,0,0,0.2,19/20,47,NA
Richairo,Zivkovic,0,0,5,107,4,28.6,9.4,22,0,15,6.1,0,0,0,0,19/20,47,NA
Panagiotis,Retsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Jannik,Vestergaard,1,0,51,1496,26,81.3,363.8,183,6,286,62.8,4,0,3,1.9,19/20,45,NA
Ryan,Bertrand,1,1,75,2742,52,538.5,436.8,234,0,432,121.1,7,1,3,1,19/20,48,NA
Yan,Valery,0,1,18,778,20,44.2,112,77,0,93,23.3,1,0,1,0.1,19/20,46,NA
Jan,Bednarek,1,1,84,3057,57,45.5,729.8,95,5,539,87.5,7,0,4,1.3,19/20,44,NA
Jack,Stephens,1,3,85,2451,39,101.5,566.2,97,8,432,76.6,7,1,4,2.2,19/20,44,NA
Maya,Yoshida,0,0,10,558,18,3.7,96.8,77,1,85,17.7,1,0,1,0.2,19/20,41,NA
Kayne,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,19/20,39,NA
Charlie,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,60,NA
Danny,Ings,22,2,198,2800,44,458.3,1010,1558,40,736,302.4,6,0,3,31.4,19/20,76,NA
Michael,Obafemi,3,2,45,655,12,130.7,170.8,235,2,165,53.4,3,0,1,0.2,19/20,49,NA
Shane,Long,2,3,62,1386,20,264.8,190.8,536,4,159,99.4,5,0,0,2.1,19/20,46,NA
Sam,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,19/20,42,NA
Alex,McCarthy,0,0,104,2520,35,10,652,0,8,491,66,7,0,0,3.9,19/20,45,NA
Angus,Gunn,0,0,29,900,25,0,219.4,0,3,166,22.1,2,0,0,1.3,19/20,42,NA
Nathan,Redmond,4,4,107,2763,51,539.1,517.2,752,8,412,181.2,7,0,2,1,19/20,62,NA
James,Ward-Prowse,5,4,117,3420,60,989.9,864.6,548,8,587,240.7,9,0,9,1.7,19/20,57,NA
Mohamed,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,52,NA
Stuart,Armstrong,5,4,98,1706,25,274.9,418.2,431,10,301,112.4,7,0,4,1,19/20,52,NA
Mario,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,46,NA
Pierre-Emile,Højbjerg,0,3,75,2750,51,469,493,368,1,412,133.1,7,0,5,0.3,19/20,48,NA
Tyreke,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,44,NA
Callum,Slattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19/20,44,NA
Oriol,Romeu Vidal,0,0,51,1855,38,272.9,333.2,69,1,301,67.6,5,0,5,1.3,19/20,43,NA
Kyle,Walker-Peters,0,1,32,944,12,108.6,168.2,48,2,194,32.2,2,0,1,0.7,19/20,44,NA
Che,Adams,4,4,78,1095,17,184.9,226.2,524,8,242,92.3,4,0,0,0.4,19/20,53,NA
Moussa,Djenepo,2,2,40,920,14,153.4,224.4,252,3,151,62.9,2,1,4,0.1,19/20,52,NA
Wesley,Hoedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,42,NA
Sofiane,Boufal,0,3,34,753,17,203.7,149.4,267,0,99,62,1,0,2,0.1,19/20,55,NA
Kevin,Danso,0,1,9,275,8,26,58.4,6,0,46,8.9,1,1,0,0,19/20,42,NA
Daniel,N'Lundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,44,NA
Harry,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,40,NA
William,Smallbone,0,2,24,389,4,53.2,70.2,43,1,84,16.5,3,0,0,0,19/20,45,NA
Nathan,Tella,0,0,1,2,0,0,3,17,0,3,2,0,0,0,0,19/20,45,NA
Jake,Vokins,0,0,2,90,1,16.7,8.4,3,0,10,2.8,0,0,0,0,19/20,40,NA
Alexandre,Jankewitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Will,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Jacob,Maddox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Ben,Davies,0,0,41,1430,19,172.4,279.8,94,2,223,54.4,4,0,6,0.3,19/20,53,NA
Jan,Vertonghen,1,1,62,1644,24,56.1,398.4,63,5,346,51.9,4,0,2,1.5,19/20,52,NA
Toby,Alderweireld,2,2,97,2957,39,196,773.6,182,6,576,115.2,7,0,7,5,19/20,53,NA
Davinson,Sánchez,0,2,64,2431,37,31,550,82,4,443,66.5,4,0,6,1,19/20,53,NA
Kieran,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,55,NA
Juan,Foyth,0,0,3,66,3,12.5,18.6,0,0,9,3.1,0,0,1,0,19/20,48,NA
Serge,Aurier,1,7,124,2699,33,508.1,655.2,252,15,623,141.6,9,1,2,7.7,19/20,51,NA
Harry,Kane,18,2,158,2588,36,391,843.8,1071,26,587,230.6,6,0,4,13.1,19/20,110,NA
Vincent,Janssen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,45,NA
Hugo,Lloris,0,0,98,1808,21,0,564.6,0,13,422,56.5,6,0,0,4.1,19/20,53,NA
Paulo,Gazzaniga,0,0,58,1612,26,10,449.8,0,6,300,46.1,2,0,1,1.5,19/20,41,NA
Heung-Min,Son,11,13,169,2478,32,606.1,800.6,1144,18,544,254.6,7,2,0,8.5,19/20,97,NA
Christian,Eriksen,2,2,48,1090,18,348.9,262.4,225,6,205,83.3,1,0,5,2.3,19/20,86,NA
Bamidele,Alli,8,6,117,1845,25,328.6,531.2,627,12,349,148.9,4,0,2,2.7,19/20,83,NA
Lucas,Rodrigues Moura da Silva,4,5,100,2235,29,477.1,494.6,751,3,330,172.1,6,0,3,4.1,19/20,70,NA
Erik,Lamela,2,5,65,1203,12,284.2,226.2,337,2,220,84.5,5,0,3,1.1,19/20,57,NA
Harry,Winks,0,0,52,2223,31,323.4,361.8,74,0,369,76.1,6,0,9,0.3,19/20,52,NA
Victor,Wanyama,0,0,1,24,2,0.9,1.2,0,0,5,0.2,0,0,1,0.1,19/20,47,NA
Moussa,Sissoko,2,1,69,2451,31,275.7,346,189,0,386,81,7,0,8,1.3,19/20,48,NA
Eric,Dier,0,2,36,1340,23,100.2,297.2,56,0,172,45.6,3,0,5,0.2,19/20,48,NA
Luke,Amos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,44,NA
Oliver,Skipp,0,0,7,74,1,1.6,15.2,0,0,23,1.8,0,0,0,0.6,19/20,42,NA
Tanguy,Ndombele,2,2,45,1002,17,194.8,274.2,122,2,220,59.2,1,0,3,2.2,19/20,58,NA
Troy,Parrott,0,0,2,6,0,0.1,0.2,0,0,6,0,0,0,0,0.7,19/20,43,NA
Giovani,Lo Celso,0,3,54,1482,18,459.4,303.2,176,3,250,93.9,6,0,6,0.4,19/20,73,NA
Ryan,Sessegnon,0,0,9,341,5,39.9,45.4,34,0,41,11.9,0,0,0,0.1,19/20,54,NA
Georges-Kévin,Nkoudou,0,0,1,2,0,0,0,18,0,3,1.8,0,0,0,0,19/20,50,NA
Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19/20,40,NA
Michel,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,42,NA
Brandon,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19/20,40,NA
Japhet,Tanganga,0,0,17,525,7,17.2,134.4,20,0,100,17.1,2,0,1,1.3,19/20,39,NA
Gedson,Carvalho Fernandes,0,0,7,62,1,34.3,17.2,20,0,20,7.2,0,0,0,0,19/20,46,NA
Steven,Bergwijn,3,1,43,699,9,187.3,174.2,147,5,141,50.8,2,0,2,0.8,19/20,69,NA
Harvey,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Dennis,Cirkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,40,NA
José,Holebas,0,1,21,1022,28,208.4,171.4,62,0,153,44.1,2,0,5,0.7,19/20,46,NA
Christian,Kabasele,0,2,73,2250,35,55.3,477,164,4,382,69.9,7,2,1,0.5,19/20,43,NA
Adam,Masina,1,0,66,1815,31,201.3,351.2,109,4,281,66.4,6,0,3,0.3,19/20,43,NA
Adrian,Mariappa,0,0,26,1509,33,75.2,216.6,32,1,185,31.7,3,1,4,0.2,19/20,41,NA
Francisco,Femenía Far,0,1,54,2236,46,320.9,363.2,58,0,366,74.4,5,0,5,0.9,19/20,42,NA
Craig,Cathcart,0,0,77,2488,37,34.8,458,57,3,441,55.1,9,0,7,2.8,19/20,41,NA
Daryl,Janmaat,0,1,36,606,5,108.4,116,46,7,148,27.1,4,0,1,0.5,19/20,40,NA
Marc,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,19/20,39,NA
Sebastian,Prödl,0,0,1,56,0,0.1,1.8,8,0,3,1,0,0,0,1,19/20,39,NA
Troy,Deeney,10,2,109,2224,39,378.5,536,801,15,403,171.4,6,0,3,1.7,19/20,62,NA
Gerard,Deulofeu,4,5,88,2097,33,602.3,458.4,896,9,330,195.4,8,0,3,1.7,19/20,61,NA
Andre,Gray,2,1,39,741,17,129.5,106.2,287,2,117,51.2,0,0,1,0.4,19/20,55,NA
Isaac,Success Ajayi,0,0,4,65,3,13.6,6.2,17,0,8,3.7,0,0,1,0.3,19/20,47,NA
Ben,Foster,0,0,137,3420,64,10.1,904.6,17,17,686,93.5,9,0,1,3.6,19/20,49,NA
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,42,NA
Abdoulaye,Doucouré,4,4,113,3156,61,539,529.6,667,9,459,173.4,10,0,9,1.7,19/20,54,NA
Roberto,Pereyra,3,0,60,1641,27,293.4,237.8,350,0,194,88,5,0,4,0.6,19/20,56,NA
Will,Hughes,1,1,62,2249,46,413.1,352.2,270,3,265,103.6,5,0,9,0.3,19/20,53,NA
Tom,Cleverley,1,0,33,964,26,219.2,174.8,221,2,153,61.6,1,0,2,0.1,19/20,48,NA
Ken,Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,47,NA
Etienne,Capoue,0,4,78,2627,48,313.6,482.8,102,7,394,90,8,0,8,0.3,19/20,48,NA
Nathaniel,Chalobah,0,1,36,919,14,130.3,162.2,55,2,142,34.5,2,0,1,0.2,19/20,44,NA
Domingos,Quina,0,0,4,18,2,0.8,7.4,7,0,10,1.5,0,0,0,0.1,19/20,43,NA
Craig,Dawson,2,0,61,2359,49,67.5,550.6,403,2,353,102.1,4,0,6,0.3,19/20,48,NA
Danny,Welbeck,2,1,39,813,15,51.5,128.2,350,3,93,53,1,0,0,0.2,19/20,58,NA
Heurelho da Silva,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19/20,43,NA
Ismaïla,Sarr,5,7,107,2023,35,391.9,392,637,7,300,142.2,6,0,1,1.3,19/20,59,NA
Dimitri,Foulquier,0,0,1,57,6,1,8,0,0,12,1,0,0,0,0.2,19/20,39,NA
Ayotomiwa,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,44,NA
João Pedro,Junqueira de Jesus,0,0,3,22,1,6.4,4.2,8,0,8,1.7,0,0,0,0,19/20,48,NA
Ignacio,Pussetto,0,0,6,67,3,5,29.4,2,0,20,3.6,0,0,1,0,19/20,46,NA
Adalberto,Peñaranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Aaron,Cresswell,3,0,79,2727,51,441,535.4,180,5,444,115.9,5,0,7,1.5,19/20,45,NA
Angelo,Ogbonna,2,0,81,2786,44,37.8,579,168,0,453,78.4,7,0,4,0.9,19/20,45,NA
Arthur,Masuaku,0,1,26,930,18,128.6,240.8,53,3,166,42.4,2,1,4,0.4,19/20,41,NA
Pablo,Zabaleta,0,0,10,588,14,50.5,110.4,12,0,90,17.4,0,0,2,0.4,19/20,41,NA
Ryan,Fredericks,0,3,74,2235,39,333.7,491.2,76,7,423,90.5,7,0,7,0.4,19/20,44,NA
Issa,Diop,3,1,76,2765,54,64.3,610,210,3,424,88.7,4,0,8,2.5,19/20,43,NA
Fabián,Balbuena,1,0,40,1176,24,18.5,268,149,3,210,43.6,3,0,2,0.3,19/20,43,NA
Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,19/20,39,NA
Ben,Johnson,0,0,6,270,3,25.2,48,1,0,32,7.4,0,0,0,2.2,19/20,40,NA
Marko,Arnautovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,70,NA
Javier,Hernández Balcázar,1,0,9,106,4,2.2,35.6,39,2,27,7.7,0,0,0,0.3,19/20,60,NA
Alexandre Nascimento,Costa Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,19/20,43,NA
Lukasz,Fabianski,0,0,83,2117,34,0,531.2,0,5,414,53.2,5,0,1,2.2,19/20,49,NA
Michail,Antonio,10,4,111,1767,30,377.4,552.8,1094,8,284,201.7,3,0,3,5.4,19/20,71,NA
Felipe Anderson,Pereira Gomes,1,4,66,1493,27,414.7,377.2,355,1,299,114.8,7,0,1,2.4,19/20,66,NA
Manuel,Lanzini,0,3,50,1370,30,464.8,219,281,3,234,96.5,2,0,1,0.7,19/20,61,NA
Andriy,Yarmolenko,5,1,70,981,17,265.7,284.4,329,10,231,87.9,3,0,2,0.7,19/20,52,NA
Robert,Snodgrass,5,5,87,1504,33,552.1,422.2,320,8,312,129.7,3,0,4,0.6,19/20,50,NA
Jack,Wilshere,0,0,8,209,5,7,6.4,4,0,14,1.5,0,0,0,0.2,19/20,46,NA
Declan,Rice,1,5,105,3420,62,350.8,715.8,259,8,616,132.5,7,0,6,1.8,19/20,47,NA
Mark,Noble,4,4,105,2675,44,602.2,542.2,164,8,504,131.1,7,0,5,1,19/20,49,NA
Carlos,Sánchez,0,0,7,112,2,3.7,8.4,0,0,20,1.1,0,0,0,0.4,19/20,43,NA
Grady,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,43,NA
Pablo,Fornals,2,6,93,2167,35,359.7,350.4,381,4,346,109.2,6,0,3,0.3,19/20,60,NA
Pedro,Obiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Roberto,Jimenez Gago,0,0,18,686,17,0,239,0,1,134,23.9,0,0,0,0.3,19/20,44,NA
Sébastien,Haller,7,3,102,2259,41,354.5,450.4,1012,11,327,180.9,5,0,1,2.1,19/20,68,NA
Albian,Ajeti,0,0,9,132,3,22.9,5.2,47,0,16,7.3,0,0,0,0,19/20,56,NA
David,Martin,0,0,20,435,6,0,112,0,2,86,11.2,2,0,1,3.3,19/20,39,NA
Nathan,Holland,0,0,2,31,1,3.8,12.6,9,0,10,2.5,0,0,0,0,19/20,44,NA
Joseph,Anang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,40,NA
Jeremy,Ngakia,0,0,8,440,8,10.7,78,9,0,48,9.8,0,0,0,0.1,19/20,40,NA
Gonçalo Bento,Soares Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,40,NA
Bernardo,Costa Da Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Darren,Randolph,0,0,3,180,5,0,49.6,0,0,27,4.9,0,0,0,0.2,19/20,39,NA
Tomas,Soucek,3,0,41,1039,18,73.1,254.2,293,3,155,62.1,1,0,0,0.4,19/20,48,NA
Jarrod,Bowen,1,4,44,916,13,235,221.4,342,3,173,79.8,1,0,0,0.2,19/20,64,NA
Alfie,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Conor,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Matt,Doherty,4,8,167,2836,31,340.5,576.2,681,15,590,160,12,0,1,12.7,19/20,65,NA
Jonathan,Castro Otto,2,3,123,2885,35,379.2,543.6,299,6,537,122.4,11,0,4,2.5,19/20,55,NA
Conor,Coady,0,0,118,3420,40,68.8,556.4,0,7,648,62.4,13,0,5,2.5,19/20,51,NA
Willy,Boly,0,1,97,1980,15,85.8,477,119,10,470,68.4,12,1,1,4.1,19/20,49,NA
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,32,644,6,96.2,130.4,56,1,134,28.1,3,0,1,0.2,19/20,41,NA
Romain,Saïss,2,2,103,2703,34,160.7,621.2,298,8,525,108.1,10,1,10,5.5,19/20,47,NA
Max,Kilman,0,0,5,184,2,1.2,35.2,0,0,24,3.7,0,0,0,3.3,19/20,39,NA
Raúl,Jiménez,17,7,194,3241,36,668.2,911.6,1680,33,685,325.4,15,0,3,29.5,19/20,80,NA
Diogo,Jota,7,3,105,2278,28,453.3,457.8,1139,12,348,204.9,10,0,4,4.8,19/20,60,NA
Rui Pedro,dos Santos Patrício,0,0,153,3420,40,0,741,0,8,680,74.3,13,0,0,9.9,19/20,53,NA
John,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,19/20,42,NA
Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,19/20,39,NA
Rúben Diogo,da Silva Neves,2,2,97,3053,35,445.4,538.6,307,7,498,129.1,13,0,9,4.4,19/20,52,NA
João Filipe Iria,Santos Moutinho,1,7,113,3105,36,1200.1,712,122,12,617,204,11,0,7,4.4,19/20,53,NA
Morgan,Gibbs-White,0,1,11,125,2,44.1,6.6,12,0,39,6.3,0,0,0,0.1,19/20,47,NA
Adama,Traoré,4,9,130,2599,33,786.4,727.2,583,14,522,209.7,7,0,1,13.2,19/20,56,NA
Hélder,Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,48,NA
Ivan,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,49,NA
Leander,Dendoncker,4,0,100,2790,34,160.6,529.2,282,9,426,96.8,11,0,5,8.5,19/20,44,NA
Jesús,Vallejo Lázaro,0,0,1,162,6,7,35.6,0,0,22,4.3,0,0,1,0.2,19/20,46,NA
Patrick,Cutrone,2,0,23,292,6,35.6,85.2,155,0,69,27.5,1,0,0,0.4,19/20,54,NA
Pedro,Lomba Neto,3,3,57,920,12,232,227.8,260,0,194,71.8,1,0,3,0.2,19/20,49,NA
Bernard,Ashley-Seal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,45,NA
Taylor,Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Owen,Otasowie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Luke,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Oskar,Buur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19/20,40,NA
Ryan,Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19/20,39,NA
Bruno André,Cavaco Jordao,0,0,1,6,0,10.4,2.6,0,0,4,1.3,0,0,0,0,19/20,45,NA
Daniel,Castelo Podence,1,1,25,285,0,73.3,62.4,148,2,74,28.4,3,0,0,0.1,19/20,49,NA
Leonardo,Campana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20,45,NA
Mesut,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20/21,67,MID
Sokratis,Papastathopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,48,DEF
David,Luiz Moreira Marinho,1,0,41,1396,20,46.7,250.6,144,0,230,43.9,3,1,1,0.8,20/21,54,DEF
Pierre-Emerick,Aubameyang,10,3,131,2330,26,361.5,493.8,823,11,358,167.4,10,0,2,7.2,20/21,113,MID
Cédric,Soares,0,1,28,744,11,114.8,110.8,66,3,125,29.2,2,0,1,0.3,20/21,46,DEF
Alexandre,Lacazette,13,3,129,1916,21,307.4,602.4,797,21,452,170.4,7,0,3,4.3,20/21,84,FWD
Shkodran,Mustafi,0,0,3,45,1,1,11.6,0,0,16,1.3,0,0,0,0,20/21,50,DEF
Bernd,Leno,0,0,131,3131,37,0,702.2,2,11,625,70.3,11,1,0,7.3,20/21,50,GK
Granit,Xhaka,1,2,70,2519,27,327.6,456,154,1,396,94,10,1,7,0.4,20/21,52,MID
Pablo,Marí,0,0,34,900,8,26.4,163.2,16,1,182,20.6,4,0,2,0.1,20/21,44,DEF
Héctor,Bellerín,1,3,94,2089,24,351.8,362.8,232,17,421,94.7,7,0,8,3.5,20/21,50,DEF
Calum,Chambers,0,3,36,751,10,169.4,171.8,77,3,168,41.9,2,0,0,0.2,20/21,45,DEF
Sead,Kolasinac,0,0,2,90,1,5.4,3.6,4,0,9,1.3,0,0,0,0.1,20/21,48,DEF
Rob,Holding,0,1,105,2557,26,76.1,602.6,97,10,536,77.7,11,0,2,4.7,20/21,43,DEF
Kieran,Tierney,1,4,96,2299,27,490.1,446.4,201,4,483,113.9,8,0,4,4.3,20/21,52,DEF
Nicolas,Pépé,10,3,114,1606,21,235.9,476.2,774,11,351,148.5,4,1,1,2.4,20/21,77,MID
Lucas,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,47,MID
Reiss,Nelson,0,0,2,70,0,9.7,4.2,10,0,2,2.4,0,0,0,0,20/21,51,MID
Edward,Nketiah,2,1,36,411,6,97.3,116.6,211,5,120,42.1,1,0,0,0.5,20/21,53,FWD
Emile,Smith Rowe,2,5,74,1438,10,385.1,273.2,222,3,308,88.1,9,0,0,3.5,20/21,42,MID
Bukayo,Saka,5,5,114,2554,31,650.6,493,984,8,414,212.7,8,0,1,7.2,20/21,51,MID
Matteo,Guendouzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,47,MID
Gabriel Teodoro,Martinelli Silva,2,1,36,582,3,133.8,142.6,300,0,107,57.5,4,0,0,0.3,20/21,49,MID
William,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,20/21,40,DEF
Mathew,Ryan,0,0,37,1260,21,10.7,193.6,2,0,216,20.6,3,0,1,5.6,20/21,41,GK
Willian,Borges Da Silva,1,7,78,1398,17,534.8,256.2,228,9,306,102.3,3,0,0,2.7,20/21,75,MID
Gabriel,Magalhães,2,0,78,1996,24,51,464.8,233,7,385,74.9,6,1,2,4.6,20/21,49,DEF
Daniel,Ceballos Fernández,0,4,62,1609,17,422.3,359.8,141,7,331,92.4,6,0,4,0.7,20/21,47,MID
Mohamed Naser,El Sayed Elneny,1,0,50,1538,20,99.9,200.2,79,3,258,37.8,5,0,3,1.3,20/21,42,MID
Matt,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,20/21,40,GK
Rúnar Alex,Rúnarsson,0,0,1,15,0,0,16.6,0,0,8,1.7,0,0,0,0.1,20/21,44,GK
Thomas,Partey,0,2,47,1529,18,195.7,289.4,129,0,273,61.7,6,0,5,0.3,20/21,49,MID
Martin,Ødegaard,1,2,40,861,12,322.8,169.8,167,3,183,65.9,3,0,0,0.6,20/21,56,MID
Miguel,Azeez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/21,45,MID
Emiliano,Martínez,0,0,186,3420,46,20,1067.2,0,27,825,108.5,15,0,1,37.9,20/21,53,GK
Tom,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,45,GK
Ahmed,El Mohamady,0,0,33,833,9,201.8,170.4,65,4,190,43.9,3,0,2,0.3,20/21,42,DEF
Henri,Lansbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,43,MID
Neil,Taylor,0,0,-1,15,2,0.7,0.8,0,0,1,0.2,0,0,1,0.2,20/21,42,DEF
Jed,Steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,20/21,39,GK
Conor,Hourihane,1,1,20,225,2,82.9,65.4,33,3,70,18.2,2,0,0,0.1,20/21,59,MID
José Ignacio,Peleteiro Romallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/21,59,MID
Ørjan,Nyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,20/21,40,GK
Bjorn,Engels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,44,DEF
Jack,Grealish,6,12,135,2183,28,1029.6,707.4,917,13,531,265.3,12,0,6,14.6,20/21,75,MID
John,McGinn,3,7,114,3330,46,600.5,579,361,2,492,154.1,14,0,12,1.1,20/21,55,MID
Kortney,Hause,1,0,32,630,6,2.2,147,57,3,124,20.7,3,0,2,0.1,20/21,44,DEF
Mahmoud Ahmed,Ibrahim Hassan,2,1,56,1157,14,180.1,213.6,478,3,152,86.7,6,0,0,0.4,20/21,52,MID
Tyrone,Mings,2,2,128,3194,42,97.3,798.4,293,8,633,119.3,14,1,4,7.8,20/21,54,DEF
Matt,Targett,0,4,138,3404,44,607,690.4,122,9,710,142.2,16,0,7,12,20/21,50,DEF
James,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/21,45,DEF
Marvelous,Nakamba,0,1,27,747,6,32.5,110.8,10,1,115,15.4,4,0,3,0.4,20/21,43,MID
Anwar,El Ghazi,10,0,111,1604,22,426.1,500.4,726,13,339,165.1,5,0,2,1.2,20/21,52,MID
Ezri,Konsa Ngoyo,2,0,119,3195,46,34.2,695.6,276,8,580,101,12,0,3,6.2,20/21,46,DEF
Frédéric,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20/21,43,DEF
Wesley,Moraes,0,0,3,15,1,1.1,5,17,0,11,2.3,0,0,0,0,20/21,60,FWD
Mbwana,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/21,59,FWD
Keinan,Davis,1,1,23,265,1,76.7,77.2,169,0,85,31.7,1,0,0,7.6,20/21,42,FWD
Indiana,Vassilev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20/21,43,FWD
Douglas Luiz,Soares de Paulo,0,2,72,2781,41,304.5,403.4,189,0,358,90,12,1,8,0.2,20/21,48,MID
Ross,Barkley,3,2,76,1566,24,579.3,274.2,431,4,286,128.6,8,0,0,0.7,20/21,58,MID
Matthew,Cash,0,2,89,2373,35,352.9,520.8,110,8,468,98.7,11,1,6,0.7,20/21,50,DEF
Ollie,Watkins,14,9,168,3328,46,610.4,815.4,1721,18,531,314,14,1,2,22.1,20/21,63,FWD
Bertrand,Traoré,7,7,135,2315,31,530.6,528.4,917,7,407,197.6,11,0,1,0.7,20/21,58,MID
Jacob,Ramsey,0,0,28,611,10,91.7,72.8,126,0,75,28.9,2,0,0,0.1,20/21,45,MID
