player,nation,pos,team_name,age,born,match_ply,starts,min,mp_90,goals_scored,assists,goals_assists,goals_pen_kicks,pen_kicks,pen_kicks_att,yellow_cards,red_cards,xg,npxg,xag,npxg_xag,prog_carries,prog_passes,prog_rec,goals_90,assists_90,goals_assists_90,goals_pen_kicks_90,goals_assists_pen_kicks_90,xg_90,xag_90,xg_xag_90,npxg_90,npxg_xag_90,season,gk_goals_against,gk_goals_against_90,gk_shots_target_against,gk_saves,gk_saves_perc,gk_clean_sheets,gk_clean_sheets_perc,gk_pen_kicks_att,gk_pen_kicks_allowed,gk_pen_kicks_saved,gk_pen_kicks_missed,gk_pen_kicks_saved_perc
Mason Greenwood,ENG,FW,Manchester United,19,2001,18,16,1271,14.1,5,1,6,5,0,0,1,0,4.3,4.3,1.8,6.1,48,39,109,0.35,0.07,0.42,0.35,0.42,0.3,0.13,0.43,0.3,0.43,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Greenwood,ENG,MF,Leeds United,19,2002,7,1,237,2.6,0,2,2,0,0,0,0,0,0.3,0.3,0.2,0.5,3,5,10,0,0.76,0.76,0,0.76,0.11,0.09,0.2,0.11,0.2,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pascal Groß,GER,MF,Brighton & Hove Albion,30,1991,29,24,2038,22.6,2,4,6,2,0,1,1,0,2.9,2.1,5.5,7.7,39,149,141,0.09,0.18,0.26,0.09,0.26,0.13,0.24,0.37,0.09,0.34,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicente Guaita,ESP,GK,Crystal Palace,34,1987,30,30,2655,29.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,33,1.12,116,83,74.1,11,36.7,3,3,0,0,0
Marc Guéhi,ENG,DF,Crystal Palace,21,2000,36,36,3222,35.8,2,1,3,2,0,0,4,0,2.5,2.5,1.3,3.8,17,111,7,0.06,0.03,0.08,0.06,0.08,0.07,0.04,0.11,0.07,0.11,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bruno Guimarães,BRA,MF,Newcastle United,23,1997,17,11,1034,11.5,5,1,6,5,0,0,4,0,3.1,3.1,1.1,4.2,18,54,15,0.44,0.09,0.52,0.44,0.52,0.27,0.1,0.37,0.27,0.37,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
İlkay Gündoğan,GER,MF,Manchester City,30,1990,27,20,1857,20.6,8,4,12,8,0,0,1,0,9,9,4.9,13.9,60,126,107,0.39,0.19,0.58,0.39,0.58,0.44,0.24,0.67,0.44,0.67,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angus Gunn,SCO,GK,Norwich City,25,1996,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,22,2.44,57,34,64.9,1,11.1,4,2,1,1,33.3
Grant Hanley,SCO,DF,Norwich City,29,1991,33,33,2897,32.2,1,0,1,1,0,0,2,0,2.1,2.1,0.9,3,2,27,3,0.03,0,0.03,0.03,0.03,0.07,0.03,0.09,0.07,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Harrison,ENG,FW,Leeds United,24,1996,35,32,2639,29.3,8,1,9,8,0,0,3,0,4.4,4.4,3.2,7.6,120,89,234,0.27,0.03,0.31,0.27,0.31,0.15,0.11,0.26,0.15,0.26,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kortney Hause,ENG,DF,Aston Villa,26,1995,7,4,397,4.4,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,2,14,3,0.23,0,0.23,0.23,0.23,0.03,0,0.03,0.03,0.03,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kai Havertz,GER,FW,Chelsea,22,1999,29,22,1809,20.1,8,3,11,8,0,0,3,0,8.7,8.7,2.2,10.9,64,62,203,0.4,0.15,0.55,0.4,0.55,0.43,0.11,0.54,0.43,0.54,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Hayden,ENG,MF,Newcastle United,26,1995,14,12,1002,11.1,1,0,1,1,0,0,5,0,0.4,0.4,0,0.5,3,15,10,0.09,0,0.09,0.09,0.09,0.04,0,0.04,0.04,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hwang Hee-chan,KOR,FW,Wolves,25,1996,30,20,1816,20.2,5,1,6,5,0,0,2,0,4.4,4.4,1.3,5.8,66,57,114,0.25,0.05,0.3,0.25,0.3,0.22,0.07,0.29,0.22,0.29,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Henderson,ENG,MF,Liverpool,31,1990,35,29,2597,28.9,2,5,7,2,0,0,3,0,1.5,1.5,3.5,5,54,245,116,0.07,0.17,0.24,0.07,0.24,0.05,0.12,0.17,0.05,0.17,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Hendrick,IRL,MF,Newcastle United,29,1992,3,0,72,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,0,1,1.25,0,1.25,1.25,1.25,0.11,0.03,0.14,0.11,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wayne Hennessey,WAL,GK,Burnley,34,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,21/22,6,3,13,8,53.8,0,0,0,0,0,0,NA
Rico Henry,ENG,DF,Brentford,24,1997,34,33,2776,30.8,3,0,3,3,0,0,2,0,1.5,1.5,1.7,3.3,61,81,131,0.1,0,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Son Heung-min,KOR,MF,Tottenham Hotspur,29,1992,35,35,3006,33.4,23,7,30,23,0,0,2,0,15.9,15.9,7.5,23.4,116,90,242,0.69,0.21,0.9,0.69,0.9,0.48,0.22,0.7,0.48,0.7,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ki-Jana Hoever,NED,DF,Wolves,19,2002,8,4,308,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,5,22,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rob Holding,ENG,DF,Arsenal,25,1995,15,9,845,9.4,1,0,1,1,0,0,4,1,0.4,0.4,0,0.4,4,23,0,0.11,0,0.11,0.11,0.11,0.04,0,0.04,0.04,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Holgate,ENG,DF,Everton,24,1996,25,23,2134,23.7,2,1,3,2,0,0,7,1,1.3,1.3,0.1,1.4,4,40,2,0.08,0.04,0.13,0.08,0.13,0.06,0,0.06,0.06,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callum Hudson-Odoi,ENG,MF,Chelsea,20,2000,15,11,962,10.7,1,2,3,1,0,0,1,0,2.5,2.5,2.1,4.6,67,41,102,0.09,0.19,0.28,0.09,0.28,0.23,0.2,0.43,0.23,0.43,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Hughes,ENG,MF,Crystal Palace,26,1995,16,13,1053,11.7,0,1,1,0,0,0,6,0,0.1,0.1,0.6,0.8,5,38,7,0,0.09,0.09,0,0.09,0.01,0.05,0.06,0.01,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Højbjerg,DEN,MF,Tottenham Hotspur,25,1995,36,36,3196,35.5,2,2,4,2,0,0,3,0,1.9,1.9,2.3,4.2,46,242,47,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.12,0.05,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Idah,IRL,FW,Norwich City,20,2001,17,6,625,6.9,1,1,2,1,0,0,0,0,2.3,2.3,0.6,2.9,11,10,48,0.14,0.14,0.29,0.14,0.29,0.33,0.09,0.42,0.33,0.42,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelechi Iheanacho,NGA,FW,Leicester City,24,1996,26,13,1264,14,4,5,9,4,0,0,1,0,3.6,3.6,2.5,6.1,28,37,85,0.28,0.36,0.64,0.28,0.64,0.26,0.18,0.43,0.26,0.43,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Ings,ENG,FW,Aston Villa,29,1992,30,22,1898,21.1,7,6,13,6,1,1,4,0,7.1,6.3,1.6,8,24,39,117,0.33,0.28,0.62,0.28,0.57,0.34,0.08,0.41,0.3,0.38,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Iroegbunam,ENG,MF,Aston Villa,18,2003,3,1,92,1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,4,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Iwobi,NGA,MF,Everton,25,1996,28,22,2035,22.6,2,2,4,2,0,0,1,0,2.3,2.3,2.6,4.9,44,103,104,0.09,0.09,0.18,0.09,0.18,0.1,0.12,0.22,0.1,0.22,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel James,WAL,FW,Manchester United,23,1997,2,2,126,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,5,3,16,0,0,0,0,0,0.18,0.24,0.42,0.18,0.42,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel James,WAL,FW,Leeds United,23,1997,32,29,2366,26.3,4,4,8,4,0,0,7,1,6.1,6.1,2.9,8.9,69,57,186,0.15,0.15,0.3,0.15,0.3,0.23,0.11,0.34,0.23,0.34,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reece James,ENG,DF,Chelsea,21,1999,26,22,1864,20.7,5,9,14,5,0,0,4,1,3.1,3.1,5.9,9.1,52,149,203,0.24,0.43,0.68,0.24,0.68,0.15,0.29,0.44,0.15,0.44,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitaly Janelt,GER,MF,Brentford,23,1998,31,27,2298,25.5,4,0,4,4,0,0,3,0,2.4,2.4,1.9,4.2,25,103,60,0.16,0,0.16,0.16,0.16,0.09,0.07,0.17,0.09,0.17,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pontus Jansson,SWE,DF,Brentford,30,1991,37,37,3321,36.9,3,1,4,3,0,0,7,0,3,3,0.3,3.3,4,67,5,0.08,0.03,0.11,0.08,0.11,0.08,0.01,0.09,0.08,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathias Jensen,DEN,MF,Brentford,25,1996,31,19,1601,17.8,0,1,1,0,0,0,0,0,2.9,2.9,3.2,6.2,14,103,54,0,0.06,0.06,0,0.06,0.17,0.18,0.35,0.17,0.35,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Jesus,BRA,FW,Manchester City,24,1997,28,21,1877,20.9,8,8,16,7,1,1,1,0,9.8,9,5.7,14.7,51,55,220,0.38,0.38,0.77,0.34,0.72,0.47,0.28,0.74,0.43,0.71,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raúl Jiménez,MEX,FW,Wolves,30,1991,34,30,2631,29.2,6,4,10,5,1,1,9,2,6.1,5.4,3.1,8.5,40,65,163,0.21,0.14,0.34,0.17,0.31,0.21,0.1,0.31,0.19,0.29,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
João Pedro,BRA,FW,Watford,19,2001,28,15,1644,18.3,3,1,4,3,0,0,1,0,3.6,3.6,2.8,6.3,54,77,102,0.16,0.05,0.22,0.16,0.22,0.2,0.15,0.35,0.2,0.35,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joelinton,BRA,MF,Newcastle United,24,1996,35,30,2558,28.4,4,1,5,4,0,0,8,0,3.3,3.3,1.9,5.2,45,92,90,0.14,0.04,0.18,0.14,0.18,0.12,0.07,0.18,0.12,0.18,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Johnson,ENG,DF,West Ham,21,2000,20,16,1397,15.5,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.7,23,64,67,0.06,0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Jones,ENG,MF,Liverpool,20,2001,15,10,851,9.5,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,25,58,54,0.11,0.11,0.21,0.11,0.21,0.1,0.07,0.16,0.1,0.16,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phil Jones,ENG,DF,Manchester United,29,1992,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jorginho,ITA,MF,Chelsea,29,1991,29,26,2273,25.3,6,2,8,0,6,7,5,0,5.8,0.3,2.7,3,18,178,19,0.24,0.08,0.32,0,0.08,0.23,0.11,0.34,0.01,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diogo Jota,POR,FW,Liverpool,24,1996,35,27,2364,26.3,15,4,19,15,0,0,3,0,16.3,16.3,5.8,22,74,87,191,0.57,0.15,0.72,0.57,0.72,0.62,0.22,0.84,0.62,0.84,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Justin,ENG,DF,Leicester City,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,23,44,52,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathias Jørgensen,DEN,DF,Brentford,31,1990,8,6,518,5.8,1,0,1,1,0,0,2,0,0.1,0.1,0.3,0.4,5,18,1,0.17,0,0.17,0.17,0.17,0.02,0.05,0.07,0.02,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozan Kabak,TUR,DF,Norwich City,21,2000,11,11,922,10.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,9,20,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kabasele,BEL,DF,Watford,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1,5,21,1,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samuel Kalu,NGA,FW,Watford,23,1997,4,2,222,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,8,18,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassane Kamara,CIV,DF,Watford,27,1994,19,18,1623,18,1,0,1,1,0,0,5,1,0.2,0.2,0.6,0.8,32,55,25,0.06,0,0.06,0.06,0.06,0.01,0.03,0.04,0.01,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harry Kane,ENG,FW,Tottenham Hotspur,28,1993,37,36,3232,35.9,17,9,26,13,4,4,5,0,18.6,15.4,9.1,24.5,87,143,212,0.47,0.25,0.72,0.36,0.61,0.52,0.25,0.77,0.43,0.68,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Golo Kanté,FRA,MF,Chelsea,30,1991,26,21,1773,19.7,2,4,6,2,0,0,2,0,1.5,1.5,2.1,3.6,72,159,62,0.1,0.2,0.3,0.1,0.3,0.08,0.11,0.19,0.08,0.19,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edo Kayembe,COD,MF,Watford,23,1998,13,9,799,8.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,9,47,8,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moise Kean,ITA,FW,Everton,21,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Keane,ENG,DF,Everton,28,1993,32,31,2792,31,3,2,5,3,0,0,4,1,1.2,1.2,1.6,2.8,9,79,4,0.1,0.06,0.16,0.1,0.16,0.04,0.05,0.09,0.04,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naby Keïta,GUI,MF,Liverpool,26,1995,23,14,1173,13,3,1,4,3,0,0,3,0,2.2,2.2,1.9,4.1,39,75,42,0.23,0.08,0.31,0.23,0.31,0.17,0.14,0.31,0.17,0.31,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caoimhín Kelleher,IRL,GK,Liverpool,22,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,2,1,8,6,75,1,50,0,0,0,0,NA
Kenedy,BRA,DF,Chelsea,25,1996,1,1,58,0.6,0,1,1,0,0,0,0,0,0,0,0.6,0.6,2,5,10,0,1.55,1.55,0,1.55,0.06,0.94,1,0.06,1,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonjoe Kenny,ENG,DF,Everton,24,1997,15,11,1018,11.3,0,1,1,0,0,0,3,1,0.2,0.2,0.8,1,9,36,25,0,0.09,0.09,0,0.09,0.02,0.07,0.09,0.02,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Kilman,ENG,DF,Wolves,24,1997,30,30,2687,29.9,1,0,1,1,0,0,3,0,1.1,1.1,0.2,1.3,31,95,7,0.03,0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua King,NOR,FW,Watford,29,1992,32,27,2248,25,5,3,8,4,1,1,5,0,8.9,8.1,3.8,11.9,41,39,157,0.2,0.12,0.32,0.16,0.28,0.36,0.15,0.51,0.32,0.48,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristoffer Klaesson,NOR,GK,Leeds United,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,0,0,4,4,100,0,NA,0,0,0,0,NA
Mateusz Klich,POL,MF,Leeds United,31,1990,33,26,2073,23,1,2,3,1,0,0,5,0,2.8,2.8,2.2,5,45,105,129,0.04,0.09,0.13,0.04,0.13,0.12,0.1,0.22,0.12,0.22,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robin Koch,GER,MF,Leeds United,25,1996,20,17,1574,17.5,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,3,52,14,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sead Kolašinac,BIH,DF,Arsenal,28,1993,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibrahima Konaté,FRA,DF,Liverpool,22,1999,11,11,990,11,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,7,51,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezri Konsa,ENG,DF,Aston Villa,23,1997,29,29,2477,27.5,2,0,2,2,0,0,6,2,1.6,1.6,0.3,1.9,8,45,7,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheikhou Kouyaté,SEN,MF,Crystal Palace,31,1989,27,23,1974,21.9,0,1,1,0,0,0,3,0,0.5,0.5,0.8,1.3,7,54,9,0,0.05,0.05,0,0.05,0.02,0.04,0.06,0.02,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo Kovačić,CRO,MF,Chelsea,27,1994,25,16,1558,17.3,2,5,7,2,0,0,4,0,1.6,1.6,3.2,4.7,42,135,37,0.12,0.29,0.4,0.12,0.4,0.09,0.18,0.27,0.09,0.27,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emil Krafth,SWE,DF,Newcastle United,26,1994,20,18,1634,18.2,0,1,1,0,0,0,5,0,0.3,0.3,1,1.3,29,50,24,0,0.06,0.06,0,0.06,0.02,0.06,0.07,0.02,0.07,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Král,CZE,MF,West Ham,23,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Krul,NED,GK,Norwich City,33,1988,29,29,2610,29,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,21/22,62,2.14,165,105,66.7,5,17.2,8,7,0,1,0
Juraj Kucka,SVK,MF,Watford,34,1987,26,22,1920,21.3,1,1,2,1,0,0,5,1,3.2,3.2,0.9,4.1,21,60,31,0.05,0.05,0.09,0.05,0.09,0.15,0.04,0.19,0.15,0.19,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dejan Kulusevski,SWE,MF,Tottenham Hotspur,21,2000,18,14,1261,14,5,8,13,5,0,0,3,0,2.7,2.7,3.4,6.2,51,35,100,0.36,0.57,0.93,0.36,0.93,0.2,0.25,0.44,0.2,0.44,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandre Lacazette,FRA,FW,Arsenal,30,1991,30,20,1782,19.8,4,7,11,2,2,3,0,0,8.4,6,3,9.1,19,52,106,0.2,0.35,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Lallana,ENG,MF,Brighton & Hove Albion,33,1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,1.1,1.1,0.9,2,17,76,47,0,0.06,0.06,0,0.06,0.06,0.05,0.11,0.06,0.11,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tariq Lamptey,GHA,DF,Brighton & Hove Albion,20,2000,30,16,1561,17.3,0,2,2,0,0,0,4,0,0.8,0.8,2.6,3.4,81,36,153,0,0.12,0.12,0,0.12,0.05,0.15,0.2,0.05,0.2,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manuel Lanzini,ARG,MF,West Ham,28,1993,30,19,1786,19.8,5,3,8,2,3,3,2,0,3.7,1.3,2.4,3.7,29,119,57,0.25,0.15,0.4,0.1,0.25,0.19,0.12,0.31,0.07,0.19,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aymeric Laporte,ESP,DF,Manchester City,27,1994,33,33,2828,31.4,4,0,4,4,0,0,5,1,4.9,4.9,0.6,5.5,51,271,8,0.13,0,0.13,0.13,0.13,0.16,0.02,0.18,0.16,0.18,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Lascelles,ENG,DF,Newcastle United,27,1993,26,22,2058,22.9,1,0,1,1,0,0,5,0,0.9,0.9,0.4,1.3,0,18,5,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Lees-Melou,FRA,MF,Norwich City,28,1993,33,27,2265,25.2,1,0,1,1,0,0,5,0,1.6,1.6,1.9,3.6,33,114,60,0.04,0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Lennon,ENG,MF,Burnley,34,1987,28,17,1551,17.2,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,38,19,77,0.12,0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernd Leno,GER,GK,Arsenal,29,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/22,9,2.25,19,10,52.6,1,25,0,0,0,0,NA
Jamal Lewis,NIR,DF,Newcastle United,23,1998,5,4,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Lindelöf,SWE,DF,Manchester United,27,1994,28,26,2355,26.2,0,2,2,0,0,0,4,0,0.2,0.2,0.6,0.8,14,72,3,0,0.08,0.08,0,0.08,0.01,0.02,0.03,0.01,0.03,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesse Lingard,ENG,FW,Manchester United,28,1992,16,2,367,4.1,2,0,2,2,0,0,1,0,0.6,0.6,0.3,1,9,13,22,0.49,0,0.49,0.49,0.49,0.16,0.08,0.24,0.16,0.24,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valentino Livramento,ENG,DF,Southampton,18,2002,28,25,2202,24.5,1,1,2,1,0,0,2,0,1.4,1.4,2.7,4.1,79,80,118,0.04,0.04,0.08,0.04,0.08,0.06,0.11,0.17,0.06,0.17,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diego Llorente,ESP,DF,Leeds United,27,1993,28,28,2340,26,3,0,3,3,0,0,7,0,1,1,0.1,1,20,97,1,0.12,0,0.12,0.12,0.12,0.04,0,0.04,0.04,0.04,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hugo Lloris,FRA,GK,Tottenham Hotspur,34,1986,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,21/22,40,1.05,137,98,72.3,16,42.1,2,2,0,0,0
Giovani Lo Celso,ARG,MF,Tottenham Hotspur,25,1996,9,2,238,2.6,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,10,8,15,0,0,0,0,0,0.23,0.26,0.49,0.23,0.49,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jürgen Locadia,NED,MF,Brighton & Hove Albion,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.61,0,0.61,0.61,0.61,21/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
